,종목,현재가,고가,저가,변동,변동%,거래량,시간,
,코리아써키트,"14,550","14,600","14,250",50,0.34%,98.35K,11월 29일,
,DB,816,820,808,4,0.49%,97.76K,11월 29일,
,CJ대한통운,"92,500","94,200","90,600",1100,1.20%,97.70K,11월 29일,
,한국전자홀딩스,"1,200","1,200","1,160",20,1.69%,97.17K,11월 29일,
,솔루스첨단소재,"38,800","39,400","38,300",200,0.52%,96.84K,11월 29일,
,DB손해보험,"61,300","61,500","59,300",2000,3.37%,96.04K,11월 29일,
,LG,"84,700","84,900","83,200",600,0.71%,95.30K,11월 29일,
,한국콜마,"40,000","40,000","37,600",2100,5.54%,95.08K,11월 29일,
,현대중공업,"114,000","114,500","111,500",1000,0.88%,94.42K,11월 29일,
,동국실업,638,640,628,1,0.16%,93.35K,11월 29일,
,미래에셋맵스리츠,"3,505","3,570","3,465",-95,-2.64%,92.62K,11월 29일,
,케이카,"12,800","13,050","12,700",-250,-1.92%,91.98K,11월 29일,
,현대엘리베이,"29,750","29,850","28,750",450,1.54%,91.81K,11월 29일,
,삼성카드,"31,650","31,850","31,450",150,0.48%,91.64K,11월 29일,
,극동유화,"3,760","3,765","3,645",85,2.31%,90.85K,11월 29일,
,일진디스플,"1,350","1,350","1,280",40,3.05%,89.83K,11월 29일,
,한세실업,"15,750","15,750","15,250",400,2.61%,89.67K,11월 29일,
,윌비스,770,770,755,-2,-0.26%,89.65K,11월 29일,
,SK리츠,"4,595","4,610","4,525",55,1.21%,89.09K,11월 29일,
,신송홀딩스,"7,060","7,110","6,900",0,0.00%,88.81K,11월 29일,
,유나이티드제약,"23,500","23,600","22,200",1100,4.91%,88.75K,15:50:34,
,덴티움,"85,600","86,700","80,000",5300,6.60%,88.65K,11월 29일,
,일신석재,"1,205","1,215","1,190",5,0.42%,88.46K,11월 29일,
,솔루엠,"17,900","18,250","17,800",-250,-1.38%,88.41K,11월 29일,
,덕성,"5,190","5,190","4,955",160,3.18%,88.22K,11월 29일,
,대성홀딩스,"112,500","113,000","109,000",500,0.45%,87.55K,11월 29일,
,상상인증권,859,860,840,7,0.82%,87.26K,11월 29일,
,대우부품,"1,610","1,615","1,585",10,0.63%,87.17K,11월 29일,
,대성에너지,"10,950","10,950","10,700",100,0.92%,87.07K,11월 29일,
,삼아알미늄,"32,100","32,100","30,800",650,2.07%,85.56K,11월 29일,
,벽산,"2,205","2,205","2,150",15,0.68%,84.53K,11월 29일,
,GS,"46,550","46,700","45,650",350,0.76%,84.03K,11월 29일,
,한신공영,"9,750","9,920","9,540",90,0.93%,83.76K,11월 29일,
,디와이,"5,980","5,990","5,790",110,1.87%,83.31K,11월 29일,
,유니드,"95,100","96,100","92,700",-300,-0.31%,83.16K,11월 29일,
,크래프톤,"219,000","221,000","216,000",2000,0.92%,81.34K,11월 29일,
,에이블씨엔씨,"5,100","5,120","4,765",295,6.14%,80.15K,11월 29일,
,HDC,"5,720","5,720","5,600",60,1.06%,80.05K,11월 29일,
,스틱인베스트먼트,"5,870","5,970","5,740",90,1.56%,78.29K,11월 29일,
,에쓰씨엔지니어링,"1,910","1,930","1,865",15,0.79%,78.17K,11월 29일,
,현대위아,"60,100","60,300","59,100",400,0.67%,77.93K,11월 29일,
,SK케미칼,"94,800","95,100","91,500",3300,3.61%,76.67K,11월 29일,
,풍산,"30,300","30,500","30,050",-100,-0.33%,76.13K,11월 29일,
,한국프랜지,"2,815","2,820","2,770",-15,-0.53%,76.06K,11월 29일,
,금호전기,"1,000","1,020",976,0,0.00%,75.93K,11월 29일,
,인터지스,"3,040","3,050","2,940",65,2.18%,75.74K,11월 29일,
,고려포리머,856,863,852,3,0.35%,73.63K,11월 29일,
,에넥스,932,935,915,1,0.11%,73.43K,11월 29일,
,코오롱인더,"45,150","45,200","44,400",450,1.01%,72.86K,11월 29일,
,마스턴프리미어리츠,"3,650.00","3,680.00","3,600.00",-30,-0.82%,72.85K,11월 29일,
,호전실업,"8,050","8,080","7,780",110,1.39%,72.78K,11월 29일,
,신풍제지,"1,340","1,350","1,285",30,2.29%,72.63K,11월 29일,
,JW중외제약,"19,600","19,600","19,100",150,0.77%,72.56K,11월 29일,
,한전KPS,"34,050","34,250","33,750",-150,-0.44%,72.54K,11월 29일,
,TKG휴켐스,"21,550","21,900","21,550",-250,-1.15%,72.29K,11월 29일,
,보락,"1,510","1,520","1,495",-10,-0.66%,71.97K,11월 29일,
,세아특수강,"21,000","21,050","20,600",0,0.00%,71.60K,11월 29일,
,카프로,"2,245","2,250","2,185",5,0.22%,71.25K,11월 29일,
,한일시멘트,"12,150","12,300","12,000",-50,-0.41%,70.61K,11월 29일,
,유엔젤,"3,250","3,255","3,140",10,0.31%,70.35K,11월 29일,
,삼성출판사,"26,950","27,250","26,600",250,0.94%,70.02K,11월 29일,
,이건산업,"7,900","7,960","7,760",0,0.00%,69.48K,11월 29일,
,경동나비엔,"35,150","35,300","34,150",650,1.88%,69.46K,11월 29일,
,고려제강,"23,800","24,250","22,850",600,2.59%,69.04K,11월 29일,
,DSR,"6,320","6,370","6,100",50,0.80%,69.04K,11월 29일,
,세이브존I&C,"2,700","2,720","2,670",-15,-0.55%,68.60K,11월 29일,
,아이에스동서,"34,200","35,150","34,050",-200,-0.58%,68.46K,11월 29일,
,현대에이치씨엔,"2,555","2,555","2,520",25,0.99%,68.45K,11월 29일,
,한솔제지,"14,000","14,100","13,700",150,1.08%,67.94K,11월 29일,
,한국테크,"14,050","14,100","13,600",400,2.93%,67.75K,11월 29일,
,해성디에스,"42,250","42,600","41,700",-100,-0.24%,67.58K,11월 29일,
,코오롱플라스틱,"10,150","10,150","9,940",150,1.50%,66.82K,11월 29일,
,KTcs,"2,300","2,300","2,255",20,0.88%,66.46K,11월 29일,
,HDC현대산업개발,"11,050","11,200","11,000",0,0.00%,66.04K,11월 29일,
,한전산업,"9,320","9,350","9,170",0,0.00%,66.00K,11월 29일,
,모나리자,"3,050","3,055","2,915",70,2.35%,65.91K,11월 29일,
,대성산업,"4,250","4,270","4,170",35,0.83%,65.82K,11월 29일,
,대상,"21,050","21,200","20,900",50,0.24%,65.80K,11월 29일,
,삼성제약,"2,770","2,780","2,695",35,1.28%,64.89K,11월 29일,
,DL,"69,500","70,100","67,800",-600,-0.86%,64.73K,11월 29일,
,한솔홀딩스,"3,345","3,345","3,300",35,1.06%,64.60K,11월 29일,
,용평리조트,"3,645","3,695","3,530",55,1.53%,64.41K,11월 29일,
,부광약품,"7,940","7,990","7,800",60,0.76%,64.16K,11월 29일,
,두산,"97,900","99,100","96,500",200,0.20%,64.04K,11월 29일,
,애경케미칼,"9,670","9,680","9,360",170,1.79%,63.93K,11월 29일,
,웅진씽크빅,"2,610","2,615","2,545",50,1.95%,63.80K,11월 29일,
,현대백화점,"59,900","60,300","58,500",800,1.35%,63.76K,11월 29일,
,진양산업,"6,560","6,630","6,510",-80,-1.20%,63.55K,11월 29일,
,고려아연,"633,000","648,000","628,000",-13000,-2.01%,62.21K,11월 29일,
,신세계,"209,500","210,000","205,500",3000,1.45%,61.65K,11월 29일,
,현대글로비스,"172,500","173,000","169,000",4000,2.37%,61.08K,11월 29일,
,갤럭시아SM,"1,990","2,010","1,965",-10,-0.50%,60.64K,11월 29일,
,율촌화학,"31,000","31,600","30,900",-450,-1.43%,60.33K,11월 29일,
,일양약품,"17,500","17,550","17,050",100,0.57%,60.23K,11월 29일,
,삼성화재,"204,500","205,500","200,000",3500,1.74%,60.06K,11월 29일,
,금호석유,"150,500","150,500","145,000",4500,3.08%,59.96K,11월 29일,
,삼영화학,"2,620","2,640","2,550",20,0.77%,59.11K,11월 29일,
,동양생명,"5,490","5,560","5,480",-10,-0.18%,58.91K,11월 29일,
,인지컨트롤스,"8,540","8,540","8,060",340,4.15%,58.76K,11월 29일,
,보령,"10,600","10,750","10,450",100,0.95%,58.29K,11월 29일,
,휴니드,"6,310","6,360","6,210",20,0.32%,58.22K,11월 29일,
,초록뱀헬스케어,600,616,600,-7,-1.15%,56.74K,11월 29일,
,유한양행,"57,400","57,600","56,900",500,0.88%,56.55K,11월 29일,
,디앤디플랫폼리츠,"3,420","3,430","3,370",30,0.88%,56.41K,11월 29일,
,덕양산업,"2,755","2,785","2,725",-45,-1.61%,56.06K,11월 29일,
,동아타이어,"12,100","12,100","11,800",200,1.68%,55.49K,11월 29일,
,케이티스,"2,575","2,575","2,535",15,0.59%,54.63K,11월 29일,
,SK 바이오팜,"73,000","73,700","72,300",800,1.11%,54.24K,11월 29일,
,롯데칠성,"155,000","157,000","152,000",-1000,-0.64%,53.45K,11월 29일,
,삼영전자,"9,600","9,630","9,420",50,0.52%,52.46K,11월 29일,
,화승알앤에이,"4,120","4,125","4,040",15,0.37%,52.02K,11월 29일,
,경동도시가스,"24,000","24,550","23,950",-700,-2.83%,51.94K,11월 29일,
,LX홀딩스,"9,320","9,360","9,280",-10,-0.11%,51.86K,11월 29일,
,이마트,"91,900","92,100","90,900",700,0.77%,51.84K,11월 29일,
,한국석유,"11,050","11,150","10,800",200,1.84%,51.45K,11월 29일,
,동일고무벨트,"7,280","7,430","7,210",-120,-1.62%,51.17K,11월 29일,
,코람코에너지,"4,950","4,975","4,815",-60,-1.20%,51.03K,11월 29일,
,아센디오,944,950,931,-4,-0.42%,50.93K,11월 29일,
,신한서부티엔디리츠,"3,775","3,805","3,750",-25,-0.66%,50.78K,11월 29일,
,수산인더스트리,"22,500.00","22,700.00","22,300.00",0,0.00%,50.46K,11월 29일,
,DB금융투자,"4,350","4,375","4,295",55,1.28%,50.35K,11월 29일,
,성보화학,"3,625","3,630","3,570",15,0.42%,50.33K,11월 29일,
,유유제약,"6,170","6,220","6,080",30,0.49%,50.19K,11월 29일,
,한올바이오파마,"14,200","14,350","14,000",150,1.07%,49.70K,11월 29일,
,스카이라이프,"8,480","8,560","8,350",0,0.00%,49.29K,11월 29일,
,동원시스템즈,"52,200","53,100","51,600",-400,-0.76%,48.53K,11월 29일,
,SK디앤디,"23,200","23,350","22,700",0,0.00%,48.50K,11월 29일,
,삼천리,"372,500","380,500","371,000",-6000,-1.59%,48.49K,11월 29일,
,영보화학,"3,655","3,670","3,535",50,1.39%,48.22K,11월 29일,
,영흥철강,737,737,721,6,0.82%,48.21K,11월 29일,
,동양피스톤,"4,845","4,845","4,665",90,1.89%,47.95K,11월 29일,
,에스제이엠,"4,360","4,450","4,155",90,2.11%,47.94K,11월 29일,
,녹십자,"135,500","137,500","130,000",4000,3.04%,47.64K,11월 29일,
,아세아시멘트,"9,640","9,650","9,410",90,0.94%,46.97K,11월 29일,
,광동제약,"6,000","6,040","5,950",30,0.50%,46.87K,11월 29일,
,미래에셋글로벌리츠,"3,500","3,520","3,450",50,1.45%,46.79K,11월 29일,
,지엠비코리아,"5,130","5,140","4,960",-10,-0.19%,46.30K,11월 29일,
,이지스레지던스리츠,"4,005","4,030","3,960",40,1.01%,46.25K,11월 29일,
,한국자산신탁,"3,235","3,245","3,210",-5,-0.15%,46.11K,11월 29일,
,삼화콘덴서,"35,450","35,600","34,600",150,0.42%,45.64K,11월 29일,
,성문전자,"1,610","1,610","1,560",10,0.63%,45.61K,11월 29일,
,한컴라이프케어,"5,430","5,480","5,290",-20,-0.37%,45.34K,11월 29일,
,대한 유화,"167,000","168,000","158,500",6500,4.05%,44.94K,11월 29일,
,체시스,957,960,943,-3,-0.31%,44.49K,11월 29일,
,한솔PNS,"1,835","1,840","1,790",-5,-0.27%,43.93K,11월 29일,
,포스코강판,"30,800","31,450","29,100",1350,4.58%,43.87K,11월 29일,
,엔씨소프트,"454,500","457,000","450,500",1500,0.33%,43.42K,11월 29일,
,자이에스앤디,"6,210","6,270","6,110",40,0.65%,43.00K,11월 29일,
,진양폴리,"5,200","5,250","5,100",-50,-0.95%,42.91K,11월 29일,
,팜젠사이언스,"7,000","7,060","6,820",80,1.16%,42.81K,11월 29일,
,DI동일,"16,200","16,400","16,000",50,0.31%,42.68K,11월 29일,
,화인베스틸,"2,195","2,195","2,150",25,1.15%,42.53K,11월 29일,
,한진,"20,250","20,400","19,750",100,0.50%,42.25K,11월 29일,
,NICE,"12,450","12,550","12,300",-100,-0.80%,41.89K,11월 29일,
,대동전자,"11,250","11,300","10,800",200,1.81%,41.77K,11월 29일,
,성창기업지주,"2,020","2,040","2,000",25,1.25%,41.68K,11월 29일,
,STX엔진,"13,800","13,900","13,600",0,0.00%,41.55K,11월 29일,
,태영건설,"4,505","4,510","4,420",50,1.12%,40.79K,11월 29일,
,깨끗한나라,"3,040","3,130","2,930",55,1.84%,39.63K,11월 29일,
,영화금속,914,915,907,3,0.33%,39.57K,11월 29일,
,티비에이치글로벌,"1,925","1,930","1,840",-10,-0.52%,39.47K,11월 29일,
,키움증권,"92,100","92,600","89,100",2600,2.91%,39.02K,11월 29일,
,조광페인트,"8,800","8,800","8,500",140,1.62%,37.90K,11월 29일,
,진도,"2,740","2,740","2,630",40,1.48%,37.86K,11월 29일,
,코오롱,"24,300","24,450","23,950",-150,-0.61%,37.85K,11월 29일,
,진양홀딩스,"3,390","3,395","3,320",60,1.80%,37.74K,11월 29일,
,아이마켓코리아,"10,200","10,350","10,100",0,0.00%,37.30K,11월 29일,
,한솔테크닉스,"5,580","5,610","5,470",30,0.54%,37.25K,11월 29일,
,한샘,"46,550","47,000","45,100",700,1.53%,37.24K,11월 29일,
,유니온,"5,200","5,230","5,110",0,0.00%,37.18K,11월 29일,
,한미사이언스,"31,250","31,450","30,550",350,1.13%,36.92K,11월 29일,
,팜스코,"3,940","3,940","3,800",55,1.42%,36.77K,11월 29일,
,더존비즈온,"35,350","35,500","34,850",-50,-0.14%,36.35K,11월 29일,
,삼성SDS,"124,000","124,500","122,000",1500,1.22%,36.28K,11월 29일,
,태경케미컬,"11,050","11,100","10,800",200,1.84%,36.26K,11월 29일,
,다우기술,"20,100","20,400","20,000",0,0.00%,36.24K,11월 29일,
,STX중공업,"4,690","4,715","4,580",50,1.08%,36.16K,11월 29일,
,LX하우시스,"35,250","35,900","34,800",-200,-0.56%,35.83K,11월 29일,
,심팩,"5,780","5,810","5,700",50,0.87%,35.66K,11월 29일,
,한솔케미칼,"209,500","211,500","204,000",4500,2.20%,35.21K,11월 29일,
,화승인더,"4,040","4,040","3,960",50,1.25%,35.16K,11월 29일,
,티와이홀딩스,"11,700","11,700","11,400",200,1.74%,35.10K,11월 29일,
,핸즈코퍼레이션,"3,515","3,560","3,475",-65,-1.82%,34.89K,11월 29일,
,이연제약,"20,000","20,050","19,250",550,2.83%,34.72K,11월 29일,
,동일제강,"2,445","2,465","2,395",15,0.62%,34.44K,11월 29일,
,동성코퍼레이션,"4,600","4,675","4,520",40,0.88%,34.19K,11월 29일,
,에이플러스에셋,"5,050","5,100","4,980",20,0.40%,33.97K,11월 29일,
,한농화성,"12,550","12,550","12,350",50,0.40%,33.86K,11월 29일,
,BGF리테일,"199,000","205,000","198,500",-1000,-0.50%,33.59K,11월 29일,
,두올,"2,525","2,525","2,450",55,2.23%,33.23K,11월 29일,
,삼익악기,"1,280","1,285","1,255",10,0.79%,33.01K,11월 29일,
,롯데쇼핑,"84,100","84,400","82,600",1000,1.20%,32.96K,11월 29일,
,한국주강,"2,345","2,360","2,315",-15,-0.64%,32.80K,11월 29일,
,한익스프레스,"5,350","5,350","5,040",30,0.56%,32.71K,11월 29일,
,삼진제약,"25,350","25,700","25,000",150,0.60%,32.61K,11월 29일,
,NH프라임리츠,"4,030","4,090","3,990",-60,-1.47%,32.49K,11월 29일,
,모나미,"3,275","3,280","3,195",75,2.34%,32.37K,11월 29일,
,유니퀘스트,"8,700","8,730","8,600",50,0.58%,32.21K,11월 29일,
,삼일제약,"7,700","7,730","7,510",100,1.32%,32.10K,11월 29일,
,동화약품,"8,840","8,910","8,730",70,0.80%,31.85K,11월 29일,
,동원수산,"9,570","9,570","9,220",250,2.68%,31.64K,11월 29일,
,대신증권,"14,350","14,450","14,150",50,0.35%,31.51K,11월 29일,
,HL Holdings,"32,600","32,900","32,400",100,0.31%,31.50K,11월 29일,
,녹십자홀딩스,"17,100","17,200","16,750",350,2.09%,31.41K,11월 29일,
,비비안,"1,435","1,435","1,380",30,2.14%,31.33K,11월 29일,
,한국철강,"6,560","6,580","6,470",40,0.61%,31.25K,11월 29일,
,KG케미칼,"23,450","23,550","23,050",200,0.86%,30.91K,11월 29일,
,PI첨단소재,"31,700","31,750","30,850",600,1.93%,30.36K,11월 29일,
,선진,"8,500","8,570","8,330",40,0.47%,30.13K,11월 29일,
,코아스,808,811,790,-7,-0.86%,30.02K,11월 29일,
,신한알파리츠,"6,860","6,890","6,820",10,0.15%,29.63K,11월 29일,
,한성기업,"5,530","5,530","5,200",260,4.93%,29.49K,11월 29일,
,유수홀딩스,"7,180","7,200","7,060",90,1.27%,29.33K,11월 29일,
,대림B&Co,"4,340","4,350","4,255",0,0.00%,29.28K,11월 29일,
,엔에이치스팩19호,"1,975","1,980","1,965",-10,-0.50%,29.13K,11월 29일,
,삼호개발,"4,040","4,050","3,910",60,1.51%,28.83K,11월 29일,
,제일연마,"8,470","8,670","8,400",-30,-0.35%,28.81K,11월 29일,
,동서,"21,550","21,850","21,350",200,0.94%,28.49K,11월 29일,
,롯데정밀화학,"61,700","61,900","61,000",300,0.49%,28.39K,11월 29일,
,CJ씨푸드,"2,740","2,760","2,680",10,0.37%,28.28K,11월 29일,
,현대차증권,"9,900","9,900","9,760",60,0.61%,28.21K,11월 29일,
,롯데렌탈,"28,700","28,850","28,300",250,0.88%,28.00K,11월 29일,
,삼성바이오로직스,"885,000","893,000","877,000",0,0.00%,27.89K,11월 29일,
,수출포장,"29,450","29,550","28,050",350,1.20%,27.83K,11월 29일,
,락앤락,"6,320","6,370","6,220",-30,-0.47%,27.78K,11월 29일,
,대웅,"19,750","20,450","19,500",-50,-0.25%,27.74K,11월 29일,
,삼양식품,"108,000","109,000","107,500",-500,-0.46%,27.63K,11월 29일,
,유안타증권,"2,660","2,665","2,610",15,0.57%,27.05K,11월 29일,
,더블유게임즈,"49,400","49,650","48,900",100,0.20%,27.02K,11월 29일,
,경인양행,"4,845","4,875","4,770",45,0.94%,26.69K,11월 29일,
,효성티앤씨,"360,000","365,000","341,500",13000,3.75%,26.65K,11월 29일,
,우진플라임,"3,980","3,985","3,940",5,0.13%,26.42K,11월 29일,
,한섬,"25,850","25,950","25,600",-50,-0.19%,26.35K,11월 29일,
,노루페인트,"8,210","8,230","8,070",40,0.49%,26.31K,11월 29일,
,에스원,"64,200","64,900","63,000",800,1.26%,26.13K,11월 29일,
,한미약품,"256,500","258,500","250,500",4500,1.79%,25.72K,11월 29일,
,명문제약,"2,570","2,570","2,510",15,0.59%,25.66K,11월 29일,
,KCC,"238,500","239,500","235,000",1000,0.42%,25.58K,11월 29일,
,DL건설,"15,750","15,750","15,100",500,3.28%,25.43K,11월 29일,
,우진아이엔에스,"5,480","5,520","5,400",10,0.18%,25.42K,11월 29일,
,계양전기,"2,870","2,915","2,860",-45,-1.54%,25.37K,11월 29일,
,일진하이솔루스,"33,450","33,500","32,550",300,0.90%,25.27K,11월 29일,
,테이팩스,"61,000","62,500","60,500",-1500,-2.40%,25.04K,11월 29일,
,효성화학,"130,000","132,000","125,000",2500,1.96%,24.92K,11월 29일,
,국제약품,"4,275","4,305","4,160",95,2.27%,24.85K,11월 29일,
,서울가스,"403,000","422,500","390,000",-13500,-3.24%,24.74K,11월 29일,
,바다로 19호,"3,020","3,040","2,985",-10,-0.33%,24.66K,11월 29일,
,삼화페인트,"6,240","6,250","6,110",30,0.48%,24.62K,11월 29일,
,엠씨넥스,"29,000","29,150","28,600",200,0.69%,24.29K,11월 29일,
,인팩,"7,350","7,360","7,150",40,0.55%,23.79K,11월 29일,
,상신브레이크,"3,140","3,140","3,100",0,0.00%,23.76K,11월 29일,
,한국특강,"2,100","2,100","2,050",15,0.72%,23.59K,11월 29일,
,SBS,"34,000","34,150","33,500",50,0.15%,23.53K,11월 29일,
,효성,"74,900","75,000","74,000",600,0.81%,23.32K,11월 29일,
,무학,"5,050","5,070","4,995",10,0.20%,23.10K,11월 29일,
,제이에스코퍼레이션,"14,500","14,500","14,100",200,1.40%,23.04K,11월 29일,
,아세아제지,"38,700","38,900","37,700",750,1.98%,23.01K,11월 29일,
,롯데손해보험,"1,530","1,530","1,510",0,0.00%,22.79K,11월 29일,
,CJ 그룹,"76,900","77,100","75,500",1400,1.85%,22.75K,11월 29일,
,E1,"49,950","50,200","48,050",1550,3.20%,22.75K,11월 29일,
,KSS해운,"9,560","9,560","9,430",60,0.63%,22.30K,11월 29일,
,현대비앤지스틸,"11,650","11,650","11,350",150,1.30%,21.84K,11월 29일,
,JW홀딩스,"2,980","2,995","2,900",50,1.71%,21.84K,11월 29일,
,코스맥스,"8,510","8,600","8,250",200,2.41%,21.60K,11월 29일,
,대덕,"6,480","6,510","6,420",20,0.31%,21.44K,11월 29일,
,사조씨푸드,"4,760","4,795","4,665",40,0.85%,21.40K,11월 29일,
,한국공항,"39,000","40,000","37,650",1300,3.45%,21.20K,11월 29일,
,SPC삼립,"69,500","69,800","69,000",0,0.00%,21.18K,11월 29일,
,흥국화재,"3,195","3,205","3,100",10,0.31%,20.92K,11월 29일,
,동원산업,"48,000","48,500","47,000",-100,-0.21%,20.85K,11월 29일,
,한라,"2,940","2,960","2,915",-10,-0.34%,20.81K,11월 29일,
,삼화전자,"2,820","2,855","2,795",-40,-1.40%,20.77K,11월 29일,
,미래산업,"11,600","11,800","11,400",100,0.87%,20.70K,11월 29일,
,모두투어리츠,"5,000","5,040","4,760",25,0.50%,20.43K,11월 29일,
,유성기업,"2,940","2,945","2,855",10,0.34%,20.39K,11월 29일,
,CJ제일제당,"389,500","391,500","386,500",1500,0.39%,20.29K,11월 29일,
,디아이,"4,795","4,795","4,685",70,1.48%,20.19K,11월 29일,
,한국주철관,"7,340","7,360","7,170",140,1.94%,20.14K,11월 29일,
,대상홀딩스,"7,260","7,350","7,200",-80,-1.09%,19.70K,11월 29일,
,광전자,"2,250","2,250","2,185",30,1.35%,19.56K,11월 29일,
,만호제강,"36,800","38,000","36,450",-100,-0.27%,19.23K,11월 29일,
,노루홀딩스,"10,500","10,500","10,250",100,0.96%,18.97K,11월 29일,
,케이씨,"17,800","17,800","17,300",350,2.01%,18.79K,11월 29일,
,대웅제약,"147,500","149,000","147,000",-500,-0.34%,18.27K,11월 29일,
,현대상사,"18,000","18,000","17,500",500,2.86%,18.25K,11월 29일,
,계룡건설,"19,000","19,050","18,550",400,2.15%,18.05K,11월 29일,
,크라운해태홀딩스,"6,640","6,690","6,450",110,1.68%,17.95K,11월 29일,
,지누스,"31,750","32,100","31,100",150,0.47%,17.89K,11월 29일,
,빙그레,"39,650","40,000","39,300",-200,-0.50%,17.88K,11월 29일,
,삼익THK,"13,000","13,000","12,500",150,1.17%,17.65K,11월 29일,
,NHN,"24,450","24,600","24,100",50,0.20%,17.25K,11월 29일,
,케이탑리츠,920,923,911,2,0.22%,17.11K,11월 29일,
,현대코퍼레이션홀딩스,"10,950","11,000","10,750",50,0.46%,17.06K,11월 29일,
,SK디스커버리,"31,900","31,950","31,000",650,2.08%,16.78K,11월 29일,
,서흥캅셀,"32,450","32,650","31,800",250,0.78%,16.61K,11월 29일,
,코람코더원리츠,"4,590.00","4,635.00","4,570.00",-45,-0.97%,16.45K,11월 29일,
,부산산업,"88,300","90,400","87,400",800,0.91%,16.27K,11월 29일,
,이지스밸류플러스리츠,"4,545","4,550","4,520",15,0.33%,15.96K,11월 29일,
,SUN&L,"3,455","3,480","3,365",-25,-0.72%,15.88K,11월 29일,
,키스코홀딩스,"15,950","16,250","15,400",350,2.24%,15.81K,11월 29일,
,세아제강지주,"174,500","176,500","171,500",0,0.00%,15.78K,11월 29일,
,SGC에너지,"33,850","33,900","32,500",850,2.58%,15.43K,11월 29일,
,롯데하이마트,"13,550","13,700","13,350",0,0.00%,15.42K,11월 29일,
,동아지질,"14,850","15,000","14,500",100,0.68%,15.35K,11월 29일,
,쿠쿠홀딩스,"16,150","16,350","15,900",150,0.94%,15.05K,11월 29일,
,제일약품,"18,950","19,000","18,000",600,3.27%,14.89K,11월 29일,
,사조대림,"24,450","24,550","23,800",550,2.30%,14.68K,11월 29일,
,이리츠코크렙,"5,410","5,440","5,400",10,0.19%,14.61K,11월 29일,
,넥센,"4,155","4,155","4,065",55,1.34%,14.55K,11월 29일,
,농심,"328,500","329,000","319,000",7000,2.18%,14.53K,11월 29일,
,DRB동일,"4,370","4,410","4,350",-60,-1.35%,14.46K,11월 29일,
,해태제과식품,"6,320","6,350","6,200",70,1.12%,14.04K,11월 29일,
,한국내화,"2,930","2,935","2,860",10,0.34%,14.02K,11월 29일,
,SNT홀딩스,"15,800","15,850","15,550",100,0.64%,13.90K,11월 29일,
,LS네트웍스,"2,550","2,555","2,520",0,0.00%,13.85K,11월 29일,
,조비,"15,300","15,500","15,050",50,0.33%,13.69K,11월 29일,
,강남제비스코,"21,200","21,350","20,800",100,0.47%,13.63K,11월 29일,
,한일홀딩스,"11,500","11,550","11,050",300,2.68%,13.61K,11월 29일,
,일진다이아,"16,950","16,950","16,200",450,2.73%,13.50K,11월 29일,
,유화증권,"2,340","2,345","2,315",15,0.65%,13.26K,11월 29일,
,하이트진로홀딩스,"10,300","10,300","10,100",100,0.98%,13.05K,11월 29일,
,이노션,"42,850","43,350","42,300",0,0.00%,13.04K,11월 29일,
,현대시멘트,"20,200","20,200","19,700",500,2.54%,12.93K,11월 29일,
,SK가스,"126,500","127,000","122,000",3500,2.85%,12.67K,11월 29일,
,현대오토에버,"111,500","112,000","109,000",1500,1.36%,12.56K,11월 29일,
,대한제강,"12,750","12,950","12,650",-50,-0.39%,12.37K,11월 29일,
,아주스틸,"9,350","9,390","9,290",0,0.00%,12.22K,11월 29일,
,케이씨텍,"16,350","16,400","16,100",0,0.00%,11.84K,11월 29일,
,조광피혁,"52,000","52,100","51,000",200,0.39%,11.65K,11월 29일,
,사조오양,"7,920","7,920","7,790",10,0.13%,11.47K,11월 29일,
,크라운제과,"8,500","8,530","8,310",120,1.43%,11.22K,11월 29일,
,교보증권,"5,770","5,800","5,660",70,1.23%,11.03K,11월 29일,
,환인제약,"17,550","17,600","17,400",0,0.00%,11.02K,11월 29일,
,한국콜마홀딩스,"14,950","15,250","14,300",450,3.10%,10.97K,11월 29일,
,HDC현대EP,"4,135","4,145","4,105",10,0.24%,10.78K,11월 29일,
,휴비스,"5,170","5,190","5,080",-10,-0.19%,10.77K,11월 29일,
,디씨엠,"13,650","13,750","13,500",-50,-0.36%,10.49K,11월 29일,
,진양화학,"3,845","3,850","3,755",35,0.92%,10.46K,11월 29일,
,효성첨단소재,"396,000","397,500","388,000",4000,1.02%,10.40K,11월 29일,
,한세예스24홀딩스,"5,090","5,100","4,965",80,1.60%,10.38K,11월 29일,
,대교,"2,755","2,775","2,685",5,0.18%,10.35K,11월 29일,
,위스컴,"2,735","2,735","2,670",-15,-0.55%,10.31K,11월 29일,
,영원무역홀딩스,"56,200","56,700","55,100",600,1.08%,10.25K,11월 29일,
,HDC랩스,"7,760","7,860","7,700",-50,-0.64%,10.10K,11월 29일,
,SK렌터카,"6,900","6,980","6,820",-10,-0.14%,10.04K,11월 29일,
,현대홈쇼핑,"49,200","49,850","48,750",-300,-0.61%,9.94K,11월 29일,
,SNT모티브,"45,000","45,000","44,450",200,0.45%,9.93K,11월 29일,
,동성제약,"6,670","6,730","6,610",10,0.15%,9.85K,11월 29일,
,한독,"16,250","16,250","16,000",50,0.31%,9.28K,11월 29일,
,기신정기,"3,500","3,500","3,450",5,0.14%,9.18K,11월 29일,
,삼원강재,"2,855","2,875","2,845",0,0.00%,9.17K,11월 29일,
