,종목,현재가,고가,저가,변동,변동%,거래량,시간,
,삼일씨엔에스,"6,370","6,400","6,190",70,1.11%,9.06K,11월 29일,
,세기상사,"8,190","8,440","8,000",110,1.36%,9.05K,11월 29일,
,풀무원홀딩스,"10,900","11,000","10,700",100,0.93%,9.01K,11월 29일,
,세아제강,"151,500","152,500","150,000",1000,0.66%,8.43K,11월 29일,
,삼성공조,"10,600","10,750","10,450",50,0.47%,8.41K,11월 29일,
,한국단자,"57,000","57,500","55,900",100,0.18%,8.04K,11월 29일,
,JW생명과학,"12,200","12,300","12,150",0,0.00%,8.01K,11월 29일,
,신화실업,"38,450","38,450","36,450",850,2.26%,7.99K,11월 29일,
,풍산홀딩스,"27,600","27,700","27,200",0,0.00%,7.98K,11월 29일,
,비상교육,"5,790","5,830","5,720",-10,-0.17%,7.95K,11월 29일,
,롯데정보통신,"23,350","23,350","22,950",200,0.86%,7.89K,11월 29일,
,지투알,"6,050","6,070","5,930",70,1.17%,7.82K,11월 29일,
,케이씨씨글라스,"40,300","40,550","40,000",300,0.75%,7.81K,11월 29일,
,샘표,"47,050","47,350","46,250",300,0.64%,7.78K,11월 29일,
,삼양홀딩스,"65,600","65,900","64,000",900,1.39%,7.69K,11월 29일,
,신세계푸드,"47,700","47,950","47,100",350,0.74%,7.59K,11월 29일,
,샘표식품,"32,600","32,700","32,000",100,0.31%,7.08K,11월 29일,
,시디즈,"43,700","44,650","43,700",-700,-1.58%,6.91K,11월 29일,
,LF,"16,000","16,100","15,850",0,0.00%,6.89K,11월 29일,
,AK 홀딩스,"14,850","14,950","14,350",350,2.41%,6.70K,11월 29일,
,삼영무역,"12,950","13,000","12,850",0,0.00%,6.44K,11월 29일,
,조선선재,"110,000","111,000","108,500",0,0.00%,6.17K,11월 29일,
,신라교역,"11,550","11,550","11,400",50,0.43%,6.07K,11월 29일,
,삼화전기,"15,800","15,950","15,700",50,0.32%,6.03K,11월 29일,
,종근당바이오,"23,300","23,300","22,550",550,2.42%,6.00K,11월 29일,
,경보제약,"6,270","6,300","6,130",80,1.29%,5.99K,11월 29일,
,종근당,"84,400","85,000","83,700",300,0.36%,5.86K,11월 29일,
,쿠쿠홈시스,"31,250","31,600","31,100",-300,-0.95%,5.80K,11월 29일,
,사조산업,"41,100","41,300","40,950",100,0.24%,5.63K,11월 29일,
,영풍,"753,000","761,000","745,000",1000,0.13%,5.54K,11월 29일,
,하나제약,"15,700","15,750","15,550",50,0.32%,5.32K,11월 29일,
,새론오토모티브,"5,030","5,060","5,000",-10,-0.20%,5.30K,11월 29일,
,롯데 제과,"129,000","130,500","128,000",0,0.00%,5.25K,11월 29일,
,신도리코,"34,000","34,150","33,250",200,0.59%,4.97K,11월 29일,
,국도화학,"45,800","45,900","45,300",400,0.88%,4.91K,11월 29일,
,일성신약,"91,300","92,500","89,500",1200,1.33%,4.89K,11월 29일,
,삼양패키징,"17,350","17,400","17,000",50,0.29%,4.88K,11월 29일,
,삼양사,"38,650","39,150","38,500",50,0.13%,4.86K,11월 29일,
,동방아그로,"6,410","6,440","6,310",-30,-0.47%,4.85K,11월 29일,
,태원물산,"3,940","3,940","3,910",20,0.51%,4.48K,11월 29일,
,효성ITX,"14,100","14,150","14,000",50,0.36%,4.48K,11월 29일,
,신세계건설,"17,900","17,900","17,200",450,2.58%,4.46K,11월 29일,
,부국증권,"19,150","19,550","19,100",-250,-1.29%,4.40K,11월 29일,
,신흥,"15,100","15,500","15,000",-100,-0.66%,4.40K,11월 29일,
,화천기공,"32,450","32,450","32,150",0,0.00%,4.20K,11월 29일,
,대림통상,"3,740","3,790","3,720",-60,-1.58%,4.05K,11월 29일,
,모토닉,"8,310","8,310","8,200",60,0.73%,4.01K,11월 29일,
,MH에탄올,"8,070","8,070","7,900",90,1.13%,4.01K,11월 29일,
,텔코웨어,"8,670","8,700","8,620",-30,-0.34%,4.00K,11월 29일,
,한세엠케이,"3,110","3,110","2,995",105,3.49%,3.92K,11월 29일,
,한양증권,"9,070","9,230","8,940",40,0.44%,3.80K,11월 29일,
,아세아,"128,000","128,500","124,500",1000,0.79%,3.59K,11월 29일,
,동아쏘시오홀딩스,"102,500","103,000","101,000",1000,0.99%,3.52K,11월 29일,
,금비,"63,000","63,300","61,600",700,1.12%,3.48K,11월 29일,
,경인전자,"25,100","25,400","24,000",850,3.51%,3.07K,11월 29일,
,퍼시스,"29,900","30,000","29,650",250,0.84%,2.86K,11월 29일,
,우성,"23,400","23,650","23,050",100,0.43%,2.56K,11월 29일,
,인천도시가스,"27,600","27,600","27,250",150,0.55%,2.50K,11월 29일,
,경방,"10,900","10,950","10,800",0,0.00%,2.47K,11월 29일,
,원림,"19,850","20,150","19,850",-300,-1.49%,2.42K,11월 29일,
,예스코,"33,150","33,200","32,700",250,0.76%,2.41K,11월 29일,
,오뚜기,"446,500","452,500","446,500",-4000,-0.89%,2.40K,11월 29일,
,전방,"49,700","49,950","48,550",800,1.64%,2.30K,11월 29일,
,CS홀딩스,"60,500","60,500","58,900",1000,1.68%,2.12K,11월 29일,
,일신방직,"99,200","99,700","98,500",200,0.20%,2.05K,11월 29일,
,동아에스티,"60,700","60,700","59,900",-100,-0.16%,2.04K,11월 29일,
,제일파마,"10,300","10,300","10,000",200,1.98%,1.82K,11월 29일,
,동남합성,"52,600","52,600","52,500",100,0.19%,1.78K,11월 29일,
,광주신세계,"32,750","32,750","32,500",0,0.00%,1.74K,11월 29일,
,동원F&B,"137,000","139,000","135,500",1000,0.74%,1.67K,11월 29일,
,신영와코루,"11,450","11,500","11,300",0,0.00%,1.65K,11월 29일,
,동양고속,"14,200","14,700","13,950",0,0.00%,1.62K,11월 29일,
,에이리츠,"4,090","4,090","3,990",100,2.51%,1.51K,11월 29일,
,삼화왕관,"37,600","37,650","36,500",450,1.21%,1.35K,11월 29일,
,미원에스씨,"148,000","149,500","146,500",-1500,-1.00%,1.32K,11월 29일,
,대한방직,"51,000","52,200","50,800",-200,-0.39%,1.27K,11월 29일,
,지역난방공사,"27,600","27,700","27,400",100,0.36%,1.19K,11월 29일,
,농심홀딩스,"64,300","64,900","63,400",200,0.31%,1.15K,11월 29일,
,종근당,"55,100","55,300","54,400",200,0.36%,1.07K,11월 29일,
,동일산업,"187,500","190,500","187,000",-2000,-1.06%,1.07K,11월 29일,
,삼정펄프,"26,100","26,300","26,050",-600,-2.25%,1.01K,11월 29일,
,신영증권,"57,800","58,000","57,200",100,0.17%,1.00K,11월 29일,
,한국쉘석유,"250,000","250,500","249,000",-500,-0.20%,0.98K,11월 29일,
,KPX케미칼,"49,400","49,400","49,000",200,0.41%,0.80K,11월 29일,
,조선내화,"79,400","79,400","78,200",600,0.76%,0.75K,11월 29일,
,남양유업,"423,500","425,500","418,500",2500,0.59%,0.74K,11월 29일,
,미창석유,"73,500","73,800","73,200",-100,-0.14%,0.70K,11월 29일,
,일정실업,"18,900","19,150","18,900",-250,-1.31%,0.67K,11월 29일,
,미원상사,"173,000","173,500","172,500",500,0.29%,0.62K,11월 29일,
,대구백화점,"10,050","10,250","9,910",130,1.31%,0.60K,11월 29일,
,미원화학,"63,700","63,700","62,600",500,0.79%,0.50K,11월 29일,
,세아홀딩스,"112,000","112,000","110,000",0,0.00%,0.49K,11월 29일,
,미원에스씨,"112,000","112,500","110,000",500,0.45%,0.46K,11월 29일,
,대한제분,"138,000","138,000","135,500",2000,1.47%,0.44K,11월 29일,
,신대양제지,"84,000","84,000","83,300",100,0.12%,0.42K,11월 29일,
,삼양통상,"51,200","51,300","50,400",300,0.59%,0.36K,11월 29일,
,대한화섬,"115,500","115,500","113,000",-500,-0.43%,0.23K,11월 29일,
,이화산업,"16,250","16,300","16,150",-50,-0.31%,0.22K,11월 29일,
,태광산업,"738,000","738,000","725,000",4000,0.54%,0.21K,11월 29일,
,KPX홀딩스,"54,600","54,600","54,100",400,0.74%,0.10K,11월 29일,
,BYC,"370,000","370,000","367,000",2000,0.54%,0.06K,11월 29일,
,조흥,"189,000","191,500","188,500",-2500,-1.31%,0.06K,11월 29일,
,천일고속,"60,000","60,600","60,000",-100,-0.17%,0.05K,11월 29일,
