,종목,현재가,고가,저가,변동,변동%,거래량,시간,
,엠게임,"7,450","7,510","7,240",60,0.81%,140.83K,11월 29일,
,피씨디렉트,"9,750","9,750","9,310",450,4.84%,140.40K,11월 29일,
,두산테스나,"31,300","31,500","30,700",0,0.00%,138.44K,11월 29일,
,한컴MDS,"5,810","5,860","5,730",-60,-1.02%,136.91K,11월 29일,
,램테크놀러지,"6,400","6,430","6,290",10,0.16%,136.83K,11월 29일,
,메지온,"12,700","12,850","12,250",250,2.01%,134.76K,11월 29일,
,패션플랫폼,"1,770","1,770","1,700",20,1.14%,134.02K,11월 29일,
,드림시큐리티,"2,870","2,905","2,820",0,0.00%,133.00K,11월 29일,
,코웰패션,"5,200","5,280","5,100",20,0.39%,132.82K,11월 29일,
,태광,"17,750","18,000","17,600",-100,-0.56%,131.96K,11월 29일,
,바이넥스,"11,050","11,100","10,700",250,2.31%,131.45K,11월 29일,
,테라사이언스,"1,615","1,615","1,590",-10,-0.62%,131.16K,11월 29일,
,HLB테라퓨틱스,"10,650","10,850","10,250",100,0.95%,130.19K,11월 29일,
,KX HiTech,"1,305","1,310","1,270",10,0.77%,128.76K,11월 29일,
,백금T&A,"3,085","3,085","2,900",80,2.66%,128.54K,11월 29일,
,비케이홀딩스,478,482,474,-6,-1.24%,127.46K,11월 29일,
,예림당,"1,885","1,950","1,825",5,0.27%,127.44K,11월 29일,
,동일기연,"12,300","12,400","11,500",700,6.03%,126.74K,11월 29일,
,나노,"1,150","1,150","1,090",40,3.60%,126.71K,11월 29일,
,라온시큐어,"2,340","2,340","2,290",35,1.52%,125.66K,11월 29일,
,디케이락,"13,450","13,750","13,300",-200,-1.47%,125.27K,11월 29일,
,비엠티,"15,700","16,200","15,350",150,0.96%,123.83K,11월 29일,
,TKG애강,"1,520","1,530","1,500",-10,-0.65%,122.82K,11월 29일,
,SGA솔루션즈,901,903,894,-2,-0.22%,122.41K,11월 29일,
,메디콕스,"3,900","3,915","3,740",20,0.52%,122.28K,11월 29일,
,액션스퀘어,"3,940","3,940","3,795",15,0.38%,121.64K,11월 29일,
,에이치케이,"1,990","2,000","1,910",45,2.31%,119.91K,11월 29일,
,손오공,"2,105","2,150","2,085",-40,-1.86%,119.42K,11월 29일,
,데브시스터즈,"47,800","48,000","46,650",-500,-1.04%,119.12K,11월 29일,
,CNH,"2,740","2,740","2,580",160,6.20%,118.59K,11월 29일,
,티비씨,"1,135","1,135","1,110",15,1.34%,118.11K,11월 29일,
,하이비젼시스템,"18,100","18,400","17,800",-300,-1.63%,117.82K,11월 29일,
,컴투스,"63,200","63,400","61,300",1700,2.76%,117.44K,11월 29일,
,프로스테믹스,"1,300","1,300","1,250",-5,-0.38%,117.02K,11월 29일,
,리드코프,"8,080","8,150","7,910",120,1.51%,116.64K,11월 29일,
,에프앤리퍼블릭,"1,750","1,775","1,680",40,2.34%,116.63K,11월 29일,
,삼목에스폼,"20,150","20,300","19,650",250,1.26%,115.94K,11월 29일,
,스맥,"1,860","1,860","1,795",35,1.92%,115.71K,11월 29일,
,ISC,"35,200","35,700","34,300",850,2.47%,115.54K,11월 29일,
,엠투엔,"5,080","5,110","4,990",30,0.59%,115.49K,11월 29일,
,KBI메탈,"1,395","1,395","1,355",10,0.72%,114.56K,11월 29일,
,구영테크,"2,625","2,650","2,580",25,0.96%,114.45K,11월 29일,
,아시아경제,"1,725","1,750","1,685",20,1.17%,114.15K,11월 29일,
,경남스틸,"3,355","3,370","3,300",-5,-0.15%,113.92K,11월 29일,
,네패스,"19,600","19,750","19,100",0,0.00%,113.41K,11월 29일,
,원풍물산,621,643,611,-11,-1.74%,112.05K,11월 29일,
,화신정공,"1,710","1,715","1,655",15,0.88%,110.45K,11월 29일,
,와이오엠,"1,405","1,420","1,355",-15,-1.06%,109.73K,11월 29일,
,에스코넥,"1,045","1,045","1,005",35,3.47%,109.71K,11월 29일,
,디딤,"1,235","1,265","1,220",-30,-2.37%,109.62K,11월 29일,
,보광산업,"6,620","6,890","6,460",0,0.00%,108.89K,11월 29일,
,이지홀딩스,"3,000","3,005","2,940",30,1.01%,108.55K,11월 29일,
,라이온켐텍,"8,850","9,430","8,840",-580,-6.15%,108.19K,11월 29일,
,인탑스,"29,400","29,600","28,650",350,1.20%,107.78K,11월 29일,
,에프에스티,"16,500","16,600","15,450",750,4.76%,107.35K,11월 29일,
,텔콘RF제약,"1,125","1,130","1,080",15,1.35%,106.88K,11월 29일,
,원익QnC,"26,300","26,550","25,900",200,0.77%,106.72K,11월 29일,
,고려신용정보,"10,950","11,150","10,850",-50,-0.45%,106.48K,11월 29일,
,덕산하이메탈,"5,440","5,440","5,340",70,1.30%,106.38K,11월 29일,
,글로본,"2,410","2,470","2,340",30,1.26%,106.01K,11월 29일,
,알파홀딩스,"1,015","1,040",996,-5,-0.49%,106.00K,11월 29일,
,지니뮤직,"3,935","3,950","3,790",110,2.88%,105.84K,11월 29일,
,서울반도체,"11,100","11,200","10,850",100,0.91%,105.16K,11월 29일,
,코미팜,"7,550","7,570","7,100",360,5.01%,104.09K,11월 29일,
,엘비세미콘,"7,910","7,940","7,750",80,1.02%,103.83K,11월 29일,
,원익홀딩스,"3,495","3,500","3,395",60,1.75%,103.72K,11월 29일,
,와이솔,"6,910","7,140","6,690",110,1.62%,103.07K,11월 29일,
,ES큐브,"4,930","5,000","4,550",305,6.59%,102.28K,11월 29일,
,메디아나,"5,110","5,160","4,965",130,2.61%,102.22K,11월 29일,
,코드네이처,"1,115","1,125","1,075",10,0.90%,102.17K,11월 29일,
,케이에스피,"1,780","1,790","1,720",60,3.49%,102.01K,11월 29일,
,케이엠제약,"1,370","1,405","1,335",25,1.86%,101.60K,11월 29일,
,나노신소재,"86,800","87,600","85,700",100,0.12%,101.46K,11월 29일,
,콜마비앤에이치,"24,050","24,150","22,050",1850,8.33%,100.57K,11월 29일,
,이글벳,"6,610","6,660","6,450",50,0.76%,100.24K,11월 29일,
,에스맥,"1,615","1,665","1,615",-20,-1.22%,100.23K,11월 29일,
,유진테크,"25,300","25,650","24,950",50,0.20%,100.20K,11월 29일,
,레고켐바이오,"38,700","39,000","36,950",1400,3.75%,99.91K,11월 29일,
,특수건설,"9,300","9,330","9,000",180,1.97%,99.46K,11월 29일,
,서부T&D,"7,450","7,510","7,150",220,3.04%,99.02K,11월 29일,
,유니테스트,"13,100","13,150","12,750",100,0.77%,98.30K,11월 29일,
,우진비앤지,"1,790","1,810","1,750",-10,-0.56%,98.08K,11월 29일,
,PN풍년,"6,930","6,990","6,830",-10,-0.14%,98.03K,11월 29일,
,제우스,"31,500","31,700","30,550",400,1.29%,96.16K,11월 29일,
,대동기어,"7,610","7,780","7,450",-40,-0.52%,95.81K,11월 29일,
,제이씨케미칼,"7,430","7,450","7,330",20,0.27%,95.06K,11월 29일,
,서연탑메탈,"4,885","5,000","4,735",65,1.35%,94.96K,11월 29일,
,재영솔루텍,591,594,580,4,0.68%,94.18K,11월 29일,
,크리스탈지노믹스,"3,560","3,580","3,420",115,3.34%,94.14K,11월 29일,
,유진로봇,"4,325","4,350","4,250",55,1.29%,94.00K,11월 29일,
,젬백스,"12,950","13,150","12,350",500,4.02%,93.81K,11월 29일,
,삼일기업공사,"4,275","4,350","4,195",50,1.18%,93.28K,11월 29일,
,아미노로직스,"1,915","1,915","1,855",35,1.86%,93.12K,11월 29일,
,APS홀딩스,"13,500","14,150","13,200",-400,-2.88%,92.56K,11월 29일,
,텔레필드,"2,545","2,545","2,440",0,0.00%,92.43K,11월 29일,
,제주반도체,"3,850","3,850","3,775",30,0.79%,92.41K,11월 29일,
,동원개발,"3,585","3,630","3,530",15,0.42%,91.27K,11월 29일,
,신원종합개발,"4,985","5,030","4,775",85,1.73%,91.21K,11월 29일,
,파버나인,"3,960","4,015","3,845",60,1.54%,90.60K,11월 29일,
,팬스타엔터프라이즈,700,705,692,-2,-0.28%,90.31K,11월 29일,
,투비소프트,"1,015","1,030",998,10,1.00%,89.64K,11월 29일,
,세중,"2,845","2,895","2,660",55,1.97%,89.56K,11월 29일,
,비엘팜텍,774,775,768,1,0.13%,89.56K,11월 29일,
,아이크래프트,"2,785","2,825","2,760",-50,-1.76%,89.39K,11월 29일,
,인선이엔티,"9,160","9,180","8,920",210,2.35%,89.24K,11월 29일,
,지엔코,467,468,456,4,0.86%,89.00K,11월 29일,
,어보브반도체,"10,050","10,050","9,840",140,1.41%,88.48K,11월 29일,
,아이텍반도체,"6,950","7,150","6,820",-120,-1.70%,88.46K,11월 29일,
,동우팜투테이블,"2,690","2,695","2,635",0,0.00%,88.40K,11월 29일,
,승일,"12,750","13,000","12,550",-50,-0.39%,88.22K,11월 29일,
,한컴위드,"3,900","3,925","3,765",80,2.09%,88.12K,11월 29일,
,한국팩키지,"2,835","2,875","2,815",-40,-1.39%,88.08K,11월 29일,
,제넨바이오,"1,720","1,725","1,630",25,1.47%,87.69K,11월 29일,
,우리산업,"15,700","15,950","15,400",250,1.62%,87.52K,11월 29일,
,SGA,795,795,760,3,0.38%,87.49K,11월 29일,
,서울전자통신,618,625,602,7,1.15%,86.87K,11월 29일,
,미래생명자원,"4,640","4,680","4,570",-5,-0.11%,86.61K,11월 29일,
,Kespion,"1,260","1,290","1,225",15,1.20%,86.58K,11월 29일,
,이화공영,"4,455","4,455","4,320",40,0.91%,86.56K,11월 29일,
,동양파일,"3,800","3,800","3,650",70,1.88%,85.51K,11월 29일,
,이수앱지스,"6,150","6,170","5,870",230,3.89%,85.50K,11월 29일,
,시큐브,"1,140","1,145","1,120",-10,-0.87%,85.06K,11월 29일,
,우리이앤엘,"1,145","1,160","1,130",-5,-0.43%,84.56K,11월 29일,
,피에스엠씨,938,938,913,9,0.97%,84.40K,11월 29일,
,SG&G,"1,780","1,780","1,715",35,2.01%,83.73K,11월 29일,
,TPC,"3,630","3,650","3,455",45,1.26%,83.48K,11월 29일,
,제이브이엠,"18,900","19,350","18,350",350,1.89%,83.15K,11월 29일,
,나스미디어,"28,200","28,400","27,500",550,1.99%,83.13K,11월 29일,
,상아프론테크,"29,050","29,800","28,750",50,0.17%,83.11K,11월 29일,
,블루베리 NFT,"1,395","1,400","1,360",0,0.00%,83.08K,11월 29일,
,일신바이오,"1,695","1,715","1,655",15,0.89%,82.81K,11월 29일,
,신성델타테크,"10,000","10,100","9,920",-50,-0.50%,82.56K,11월 29일,
,티사이언티픽,"2,645","2,650","2,615",0,0.00%,82.30K,11월 29일,
,테크윙,"6,470","6,490","6,270",110,1.73%,81.84K,11월 29일,
,매커스,"8,800","8,860","8,370",350,4.14%,81.81K,11월 29일,
,윈팩,"1,385","1,395","1,360",-15,-1.07%,81.79K,11월 29일,
,딜리,"1,545","1,550","1,505",25,1.64%,81.76K,11월 29일,
,양지사,"37,050","38,400","37,050",-1050,-2.76%,81.09K,11월 29일,
,컴투스홀딩스,"43,950","44,150","41,800",1500,3.53%,80.34K,11월 29일,
,다원시스,"18,000","18,100","17,550",150,0.84%,80.08K,11월 29일,
,네오리진,635,636,624,0,0.00%,79.85K,11월 29일,
,대명소노시즌,743,746,733,0,0.00%,79.48K,11월 29일,
,모베이스전자,"1,400","1,405","1,375",10,0.72%,79.21K,11월 29일,
,유아이디,"1,745","1,750","1,680",-5,-0.29%,79.18K,11월 29일,
,KB오토시스,"4,230","4,245","4,070",85,2.05%,79.10K,11월 29일,
,아즈텍WB,"2,050","2,060","1,995",20,0.99%,78.75K,11월 29일,
,일진파워,"13,750","13,850","13,500",50,0.36%,77.70K,11월 29일,
,유진기업,"3,700","3,705","3,580",75,2.07%,77.60K,11월 29일,
,케이엠더블유,"27,000","27,300","26,250",50,0.19%,76.68K,11월 29일,
,한빛소프트,"3,230","3,270","3,185",-25,-0.77%,76.59K,11월 29일,
,우주일렉트로,"16,450","16,600","15,800",350,2.17%,76.44K,11월 29일,
,골드앤에스,"4,640","4,780","4,520",-70,-1.49%,76.31K,11월 29일,
,에프엔씨엔터,"5,470","5,780","5,120",210,3.99%,76.22K,11월 29일,
,셀바스AI,"5,440","5,460","5,290",70,1.30%,76.18K,11월 29일,
,이건홀딩스,"3,890","3,890","3,775",80,2.10%,75.78K,11월 29일,
,디알텍,"1,420","1,420","1,390",15,1.07%,75.77K,11월 29일,
,휴비츠,"10,750","10,800","10,350",200,1.90%,75.69K,11월 29일,
,상보,"1,435","1,435","1,415",20,1.41%,75.50K,11월 29일,
,파루,906,913,895,-2,-0.22%,75.23K,11월 29일,
,제넥신,"20,500","20,650","19,700",350,1.74%,74.95K,11월 29일,
,트루윈,"2,340","2,350","2,305",-5,-0.21%,74.82K,11월 29일,
,에스에이티,"2,135","2,135","2,055",50,2.40%,74.76K,11월 29일,
,나라엠앤디,"7,170","7,210","6,980",60,0.84%,74.73K,11월 29일,
,풍국주정,"15,600","15,800","15,300",200,1.30%,74.69K,11월 29일,
,모다이노칩,"3,275","3,310","3,205",25,0.77%,74.57K,11월 29일,
,프럼파스트,"3,845","3,870","3,730",75,1.99%,74.53K,11월 29일,
,테스,"17,950","18,000","17,250",700,4.06%,74.44K,11월 29일,
,시너지이노베이션,"3,310","3,355","3,225",5,0.15%,74.40K,11월 29일,
,화성밸브,"5,570","5,590","5,400",90,1.64%,74.23K,11월 29일,
,휴메딕스,"22,700","22,800","21,200",1400,6.57%,74.07K,11월 29일,
,루멘스,"1,065","1,085","1,060",-20,-1.84%,73.97K,11월 29일,
,나이스정보통신,"26,900","28,400","26,550",-1000,-3.58%,73.85K,11월 29일,
,알서포트,"4,170","4,180","3,980",130,3.22%,73.57K,11월 29일,
,큐로컴,745,752,740,2,0.27%,73.07K,11월 29일,
,코데즈컴바인,"1,800","1,805","1,750",10,0.56%,73.01K,11월 29일,
,한국컴퓨터,"4,315","4,315","4,180",20,0.47%,72.41K,11월 29일,
,디지틀조선,"2,280","2,285","2,210",35,1.56%,71.67K,11월 29일,
,오스템,"1,680","1,700","1,620",15,0.90%,71.51K,11월 29일,
,골프존뉴딘홀딩스,"5,270","5,310","5,210",-70,-1.31%,71.44K,11월 29일,
,티피씨글로벌,"3,120","3,140","3,040",20,0.65%,70.93K,11월 29일,
,에이팩트,"2,980","3,020","2,965",-5,-0.17%,70.92K,11월 29일,
,이베스트투자증권,"5,400","5,410","5,210",140,2.66%,70.35K,11월 29일,
,아이쓰리시스템,"19,300","19,350","18,500",800,4.32%,69.64K,11월 29일,
,홈캐스트,"4,450","4,505","4,360",-30,-0.67%,69.43K,11월 29일,
,이미지스,"1,940","1,945","1,880",15,0.78%,69.27K,11월 29일,
,VT GMP,"5,510","5,540","5,420",30,0.55%,69.03K,11월 29일,
,정다운,"2,195","2,200","2,160",10,0.46%,69.03K,11월 29일,
,흥국,"6,350","6,370","6,210",20,0.32%,68.95K,11월 29일,
,서전기전,"6,890","6,940","6,730",50,0.73%,68.79K,11월 29일,
,메가엠디,"2,745","2,745","2,680",25,0.92%,67.20K,11월 29일,
,한글과컴퓨터,"13,800","13,950","13,250",300,2.22%,67.00K,11월 29일,
,코프라,"5,420","5,450","5,130",220,4.23%,66.71K,11월 29일,
,옵티시스,"13,100","13,350","12,550",300,2.34%,66.38K,11월 29일,
,한국전자인증,"5,150","5,160","5,050",50,0.98%,66.10K,11월 29일,
,토박스코리아,"4,510","4,550","4,370",70,1.58%,66.08K,11월 29일,
,케이엘넷,"2,605","2,610","2,530",35,1.36%,65.71K,11월 29일,
,동방선기,"2,575","2,610","2,525",0,0.00%,65.69K,11월 29일,
,하이즈항공,"3,090","3,090","2,905",125,4.22%,65.49K,11월 29일,
,흥구석유,"5,900","5,900","5,720",90,1.55%,65.38K,11월 29일,
,RFHIC,"22,950","22,950","22,200",550,2.46%,64.87K,11월 29일,
,덕산네오룩스,"39,800","40,300","39,500",0,0.00%,64.79K,11월 29일,
,블루콤,"4,010","4,050","3,910",25,0.63%,64.51K,11월 29일,
,CJ ENM,"89,400","90,600","87,600",0,0.00%,64.23K,11월 29일,
,참좋은여행,"9,590","9,610","9,070",420,4.58%,63.73K,11월 29일,
,현대통신,"7,780","7,900","7,750",-120,-1.52%,62.90K,11월 29일,
,에스티오,"2,720","2,745","2,665",-50,-1.81%,62.86K,11월 29일,
,푸른기술,"7,520","7,520","7,260",150,2.04%,62.62K,11월 29일,
,녹십자엠에스,"5,430","5,480","5,310",30,0.56%,62.48K,11월 29일,
,심텍홀딩스,"3,475","3,480","3,390",35,1.02%,62.31K,11월 29일,
,오스템임플란트,"110,200","110,500","106,100",3600,3.38%,62.03K,11월 29일,
,서울옥션,"17,300","17,500","17,050",0,0.00%,61.80K,11월 29일,
,큐리언트,"9,980","10,250","9,680",80,0.81%,61.70K,11월 29일,
,에스씨디,"1,750","1,755","1,735",5,0.29%,61.37K,11월 29일,
,디스플레이텍,"5,000","5,060","4,905",20,0.40%,61.19K,11월 29일,
,우리조명,"2,250","2,250","2,215",0,0.00%,61.12K,11월 29일,
,하이록코리아,"22,950","23,300","22,800",-300,-1.29%,60.99K,11월 29일,
,현대이지웰,"5,860","5,860","5,730",70,1.21%,60.75K,11월 29일,
,CS,"1,560","1,565","1,525",-15,-0.95%,60.67K,11월 29일,
,모두투어,"16,050","16,100","15,100",650,4.22%,60.35K,11월 29일,
,옵트론텍,"3,910","3,920","3,840",5,0.13%,60.01K,11월 29일,
,엑스큐어,"3,080","3,085","3,020",-5,-0.16%,59.56K,11월 29일,
,제룡산업,"3,360","3,360","3,275",65,1.97%,59.35K,11월 29일,
,엠케이전자,"11,000","11,050","10,800",100,0.92%,59.27K,11월 29일,
,JW신약,"3,335","3,355","3,240",45,1.37%,59.15K,11월 29일,
,탑코미디어,"4,620","4,685","4,580",-145,-3.04%,59.09K,11월 29일,
,가온미디어,"6,280","6,300","6,100",80,1.29%,58.96K,11월 29일,
,코엔텍,"7,970","7,980","7,870",80,1.01%,58.70K,11월 29일,
,비츠로셀,"13,950","13,950","13,450",200,1.45%,58.16K,11월 29일,
,SBS콘텐츠허브,"5,760","5,810","5,570",70,1.23%,57.97K,11월 29일,
,안국약품,"8,980","8,990","8,800",40,0.45%,57.44K,11월 29일,
,진바이오텍,"4,060","4,100","3,960",20,0.50%,57.10K,11월 29일,
,파크시스템스,"114,900","115,000","107,400",6100,5.61%,56.95K,11월 29일,
,메타바이오메드,"2,235","2,240","2,160",45,2.05%,56.88K,11월 29일,
,진매트릭스,"4,535","4,625","4,455",5,0.11%,56.85K,11월 29일,
,동양에스텍,"2,145","2,145","2,100",15,0.70%,55.68K,11월 29일,
,엘오티베큠,"12,500","12,550","12,350",-50,-0.40%,55.65K,11월 29일,
,중앙에너비스,"22,900","23,200","22,400",350,1.55%,55.52K,11월 29일,
,KT서브마린,"5,730","5,740","5,640",20,0.35%,55.40K,11월 29일,
,코나아이,"17,500","17,600","16,950",500,2.94%,55.06K,11월 29일,
,에스에프에이,"39,750","39,850","38,700",700,1.79%,54.22K,11월 29일,
,강스템바이오텍,"2,970","3,040","2,910",10,0.34%,54.20K,11월 29일,
,오리엔트정공,"1,410","1,420","1,380",25,1.81%,54.18K,11월 29일,
,뉴인텍,"2,860","2,880","2,825",0,0.00%,54.05K,11월 29일,
,성우전자,"2,785","2,785","2,720",35,1.27%,53.79K,11월 29일,
,아진엑스텍,"9,100","9,150","9,010",-10,-0.11%,53.78K,11월 29일,
,케이엠,"6,150","6,200","6,000",150,2.50%,53.77K,11월 29일,
,캐스텍코리아,"2,250","2,260","2,200",0,0.00%,53.10K,11월 29일,
,유니셈,"6,830","6,830","6,650",90,1.34%,52.21K,11월 29일,
,한국경제TV,"5,510","5,530","5,410",50,0.92%,52.15K,11월 29일,
,아이즈비전,"2,610","2,680","2,450",50,1.95%,51.94K,11월 29일,
,KG모빌리언스,"5,910","5,940","5,830",-10,-0.17%,51.75K,11월 29일,
,보령메디앙스,"3,080","3,105","2,970",20,0.65%,51.50K,11월 29일,
,스타플렉스,"5,410","5,410","5,150",0,0.00%,51.30K,11월 29일,
,상상인인더스트리,533,539,524,-4,-0.74%,51.17K,11월 29일,
,제이엠티,"3,310","3,325","3,190",65,2.00%,51.11K,11월 29일,
,파워로직스,"5,230","5,270","5,150",20,0.38%,51.04K,11월 29일,
,한양디지텍,"12,500","12,650","12,050",250,2.04%,51.04K,11월 29일,
,한양이엔지,"15,100","15,200","14,700",300,2.03%,51.01K,11월 29일,
,스페코,"4,985","5,010","4,895",75,1.53%,50.78K,11월 29일,
,앤씨앤,"1,735","1,740","1,685",25,1.46%,50.71K,11월 29일,
,하이로닉,"6,120","6,140","5,810",190,3.20%,50.67K,11월 29일,
,세보엠이씨,"7,510","7,570","7,310",30,0.40%,50.55K,11월 29일,
,이엠텍,"27,150","27,200","26,600",150,0.56%,50.39K,11월 29일,
,크린앤사이언스,"10,400","10,600","10,100",300,2.97%,50.12K,11월 29일,
,디지아이,"3,305","3,340","3,180",40,1.23%,48.98K,11월 29일,
,아이티센,"3,790","3,790","3,700",25,0.66%,48.73K,11월 29일,
,에스엠코어,"6,100","6,130","5,870",130,2.18%,48.52K,11월 29일,
,이엔에프테크놀로지,"23,150","23,300","22,150",700,3.12%,48.38K,11월 29일,
,우리넷,"8,380","8,480","8,230",30,0.36%,48.37K,11월 29일,
,디지털대성,"7,270","7,390","7,100",110,1.54%,48.26K,11월 29일,
,한창산업,"9,450","9,480","9,150",210,2.27%,48.23K,11월 29일,
,이씨에스,"3,600","3,600","3,525",30,0.84%,48.02K,11월 29일,
,지엔씨에너지,"3,795","3,825","3,705",50,1.34%,47.76K,11월 29일,
,경창산업,"2,140","2,165","2,120",-50,-2.28%,47.40K,11월 29일,
,이글루시큐리티,"5,830","5,850","5,750",-80,-1.35%,46.86K,11월 29일,
,에스넷,"5,140","5,160","5,030",-50,-0.96%,46.75K,11월 29일,
,테라젠이텍스,"4,125","4,145","4,070",-25,-0.60%,45.55K,11월 29일,
,파나진,"3,580","3,665","3,520",0,0.00%,45.50K,11월 29일,
,액토즈소프트,"8,590","8,610","8,430",40,0.47%,45.49K,11월 29일,
,켐트로닉스,"17,000","17,050","16,500",450,2.72%,45.46K,11월 29일,
,대주전자재료,"89,100","89,800","87,500",200,0.22%,45.36K,11월 29일,
,셀트리온제약,"66,400","66,600","63,800",1900,2.95%,45.18K,11월 29일,
,나노엔텍,"4,780","4,785","4,630",65,1.38%,44.95K,11월 29일,
,동국제약,"16,000","16,000","15,300",550,3.56%,44.81K,11월 29일,
,이엠넷,"4,335","4,335","4,245",-10,-0.23%,44.81K,11월 29일,
,티에스이,"42,300","42,850","41,000",850,2.05%,44.62K,11월 29일,
,에이텍티앤,"11,250","11,350","10,950",-50,-0.44%,44.61K,11월 29일,
,카스,"1,720","1,745","1,690",15,0.88%,44.45K,11월 29일,
,링네트,"4,330","4,365","4,165",130,3.10%,44.14K,11월 29일,
,모베이스,"3,300","3,305","3,210",40,1.23%,44.14K,11월 29일,
,이오테크닉스,"70,900","71,500","69,200",700,1.00%,43.78K,11월 29일,
,베노홀딩스,"2,780","2,825","2,735",35,1.28%,43.76K,11월 29일,
,네오위즈홀딩스,"33,000","33,300","31,850",800,2.48%,43.57K,11월 29일,
,지란지교시큐리티,"4,240","4,260","4,055",25,0.59%,43.21K,11월 29일,
,인지디스플레,"1,785","1,790","1,720",30,1.71%,43.12K,11월 29일,
,유니크,"5,530","5,560","5,410",30,0.55%,42.96K,11월 29일,
,삼영엠텍,"4,085","4,095","3,945",75,1.87%,42.50K,11월 29일,
,다나와,"19,200","19,200","18,200",500,2.67%,42.35K,11월 29일,
,인터플렉스,"11,100","11,100","10,800",150,1.37%,42.13K,11월 29일,
,이노인스트루먼트,"1,355","1,360","1,275",45,3.44%,42.09K,11월 29일,
,조아제약,"2,260","2,300","2,215",5,0.22%,41.93K,11월 29일,
,대창스틸,"3,085","3,095","3,000",30,0.98%,41.68K,11월 29일,
,이엠코리아,"2,900","2,900","2,850",30,1.05%,41.58K,11월 29일,
,디엔에프,"14,700","14,700","14,150",400,2.80%,41.55K,11월 29일,
,한국알콜,"10,350","10,500","10,200",0,0.00%,41.43K,11월 29일,
,엑셈,"3,755","3,780","3,695",30,0.81%,41.22K,11월 29일,
,비씨월드제약,"8,490","8,490","8,140",140,1.68%,41.15K,11월 29일,
,솔루에타,"2,525","2,525","2,385",75,3.06%,40.92K,11월 29일,
,와이엠씨,"6,530","6,570","6,450",40,0.62%,40.12K,11월 29일,
,인포뱅크,"11,650","11,700","11,300",150,1.30%,40.06K,11월 29일,
,풍강,"3,845","3,845","3,710",40,1.05%,39.78K,11월 29일,
,파인디앤씨,"1,700","1,735","1,695",-40,-2.30%,39.66K,11월 29일,
,웹젠,"16,200","16,400","15,750",50,0.31%,39.54K,11월 29일,
,한국가구,"4,610","4,645","4,505",50,1.10%,39.39K,11월 29일,
,포메탈,"3,865","3,880","3,765",40,1.05%,39.30K,11월 29일,
,와이어블,"2,495","2,495","2,440",15,0.60%,39.09K,11월 29일,
,엔피케이,"1,845","1,850","1,800",5,0.27%,39.02K,11월 29일,
,동화기업,"65,300","66,500","65,100",-400,-0.61%,38.81K,11월 29일,
,케이아이엔엑스,"51,700","53,300","50,200",-1000,-1.90%,38.81K,11월 29일,
,그래디언트,"14,200","14,300","13,650",300,2.16%,38.60K,11월 29일,
,마이크로컨텍솔,"5,860","5,880","5,640",40,0.69%,38.57K,11월 29일,
,휴젤,"115,000","116,800","109,400",5300,4.83%,38.47K,11월 29일,
,에스티아이,"13,750","13,750","13,400",250,1.85%,38.30K,11월 29일,
,케이엔더블유,"9,260","9,530","9,090",10,0.11%,38.28K,11월 29일,
,엘디티,"4,125","4,190","3,935",65,1.60%,38.27K,11월 29일,
,디오,"20,000","20,300","19,750",-100,-0.50%,38.26K,11월 29일,
,에스엔유,"2,570","2,580","2,520",25,0.98%,38.17K,11월 29일,
,엔텔스,"5,490","5,490","5,390",-30,-0.54%,38.03K,11월 29일,
,에쎈테크,877,884,871,-2,-0.23%,37.96K,11월 29일,
,케어젠,"110,800","112,400","106,600",3000,2.78%,37.92K,11월 29일,
,월덱스,"19,750","19,750","19,350",100,0.51%,37.90K,11월 29일,
,바이오톡스텍,"7,470","7,480","7,260",120,1.63%,37.62K,11월 29일,
,NHN벅스,"6,120","6,130","5,940",100,1.66%,37.58K,11월 29일,
,파마리서치프로덕트,"65,900","66,000","63,200",2100,3.29%,37.25K,11월 29일,
,잉크테크,"5,750","5,880","5,750",-130,-2.21%,36.70K,11월 29일,
,프리엠스,"7,470","7,470","7,150",260,3.61%,36.53K,11월 29일,
,서진오토모티브,"3,260","3,315","3,220",-5,-0.15%,36.27K,11월 29일,
,디에스케이,"5,430","5,500","5,340",40,0.74%,36.19K,11월 29일,
,모헨즈,"4,060","4,070","3,810",145,3.70%,36.16K,11월 29일,
,타이거일렉,"20,100","20,450","18,950",1050,5.51%,36.10K,11월 29일,
,우수AMS,"2,770","2,780","2,695",25,0.91%,35.75K,11월 29일,
,케이프,"5,010","5,060","4,960",10,0.20%,35.35K,11월 29일,
,인포바인,"24,100","24,150","22,650",750,3.21%,35.03K,11월 29일,
,코아시아,"5,670","5,770","5,500",30,0.53%,35.02K,11월 29일,
,텔레칩스,"12,800","12,850","12,500",100,0.79%,35.00K,11월 29일,
,YBM넷,"3,740","3,740","3,555",110,3.03%,35.00K,11월 29일,
,솔브레인홀딩스,"27,300","27,850","26,200",650,2.44%,34.80K,11월 29일,
,정원엔시스,"1,520","1,530","1,500",-5,-0.33%,34.58K,11월 29일,
,인베니아,"1,590","1,600","1,565",-25,-1.55%,34.47K,11월 29일,
,에이디테크놀로지,"14,600","14,600","14,200",250,1.74%,34.34K,11월 29일,
,태웅,"8,890","8,940","8,730",30,0.34%,34.06K,11월 29일,
,키네마스터,"9,230","9,360","9,120",-50,-0.54%,33.74K,11월 29일,
