,종목,현재가,고가,저가,변동,변동%,거래량,시간,
,Calumet Specialty,15.865,16.45,15.81,-0.295,-1.83%,67.78K,0:58:23,
,Omeros Corp,2.08,2.17,2.08,-0.1,-4.36%,69.10K,1:03:33,
,MKS Instruments,78.58,79.33,78.02,-0.03,-0.04%,70.08K,1:03:16,
,Mercer Int,13.93,13.99,13.79,0.14,1.05%,66.77K,1:03:33,
,Saia,228.28,230.7,226.64,0.83,0.36%,68.44K,1:04:10,
,ADTRAN Inc,19.61,19.86,19.54,0.03,0.13%,64.86K,1:03:28,
,Axcelis Tech,78.13,78.77,76.6,1.44,1.88%,68.51K,1:04:14,
,Seacoast Bank,33.84,33.99,33.49,0.25,0.74%,64.34K,1:03:59,
,Polarityte,0.7133,0.75,0.7,-0.0167,-2.29%,62.27K,0:42:16,
,Richardson Elec,24.61,25.22,24.15,-0.27,-1.09%,64.41K,1:04:17,
,Green Plains,33.24,33.69,33.17,0.29,0.88%,64.47K,1:04:04,
,Gentex Corp,28.57,28.72,28.53,0.04,0.14%,64.35K,1:04:04,
,Royal Gold Inc,108.29,108.95,106.6,3.08,2.93%,65.62K,1:04:13,
,EDAP TMS SA,10.84,10.85,10.55,0.19,1.78%,65.78K,1:04:17,
,Avid Bioservices,14.51,15.17,14.51,-0.48,-3.20%,67.08K,1:04:10,
,Myriad Genetics,19.24,19.34,18.69,0.39,2.07%,62.65K,1:04:16,
,Mercury Systems,47.94,48.19,46.45,0.59,1.25%,60.25K,0:59:37,
,SkyWest,18.4,18.44,17.9,0.49,2.74%,62.03K,1:04:03,
,Acadia Hlthcre,85.11,85.55,83.37,0.93,1.10%,62.00K,1:04:17,
,Alnylam Pharma,210.72,212.66,209.45,1.52,0.73%,61.32K,1:04:16,
,Parametric Tech,122.87,123.62,122.13,0.29,0.24%,60.80K,1:04:15,
,Rush A,50.9,51.33,50.59,-0.12,-0.23%,66.42K,1:04:03,
,Energy Recovery,22.4,22.64,21.98,0.24,1.08%,63.50K,1:04:21,
,Steven Madden,33.79,33.91,33.34,0.44,1.32%,59.68K,1:04:12,
,Beacon Roofing,57.99,58.27,57.46,0.02,0.03%,59.08K,1:04:21,
,StealthGas,3.07,3.07,2.97,0.08,2.68%,59.45K,1:01:44,
,CVB Financial,28.27,28.34,28.02,0.18,0.66%,57.44K,1:03:16,
,Cirrus Logic,72.99,73.49,72.63,0.14,0.19%,57.36K,1:04:19,
,Coherus BioSciences,6.51,6.57,6.37,0.07,1.09%,62.68K,1:04:10,
,Gilat Satellite Networks Ltd,5.9,6.06,5.9,-0.13,-2.16%,55.71K,1:04:21,
,마틴 미드,3.2,3.26,3.028,0.07,2.24%,55.37K,1:02:19,
,Clarus,7.82,7.9,7.64,0.05,0.64%,58.06K,1:04:17,
,Consolidat. Com,4.47,4.55,4.41,-0.11,-2.40%,56.57K,1:04:14,
,Northwest Bshre,15,15.06,14.88,0.03,0.20%,57.00K,1:03:53,
,NN Inc,1.95,1.96,1.88,0.07,3.72%,54.12K,0:54:56,
,ICON PLC,216.8,218.03,214.76,2.11,0.98%,56.56K,1:03:29,
,베리사인,195.54,197.35,195.5,-2.21,-1.12%,57.43K,1:04:16,
,Cptl Southwest,18.21,18.22,18.05,0.12,0.64%,53.87K,1:00:11,
,Peraso,1.1,1.23,1.08,0.03,2.80%,53.27K,0:53:14,
,China Automotive,6.365,6.399,6.031,0.165,2.66%,52.54K,1:04:04,
,Alpha & Omega Semiconductor,33.68,34.1,33.51,-0.05,-0.15%,52.38K,1:02:54,
,Insulet Corp,288.91,293.6,288.7,-3.4,-1.16%,53.46K,1:04:21,
,Nice ADR,190.01,191.34,188.53,1.39,0.74%,51.82K,1:03:22,
,인피니티 파마,0.54,0.562,0.525,0.003,0.47%,51.25K,0:59:19,
,Dmc Global,17.6,18.13,17.49,-0.06,-0.34%,53.32K,1:04:03,
,Clearfield,120.97,123.5,118.72,-0.24,-0.20%,56.71K,1:03:26,
,Heartland Exp.,16.25,16.38,16.17,-0.07,-0.43%,53.43K,1:04:16,
,MillerKnoll,22.45,22.57,22.15,0.38,1.72%,52.15K,1:04:02,
,OraSure Tech,4.855,4.86,4.78,0.055,1.15%,50.45K,1:02:58,
,Kulicke and Soffa,46.03,46.34,45.41,0.37,0.81%,52.98K,1:04:16,
,Red Robin,7.89,8.05,7.86,-0.06,-0.75%,50.83K,1:04:13,
,알파텍,9.67,9.72,9.51,0.17,1.79%,53.12K,1:04:16,
,Cal-Maine Foods,56.67,57.55,56.67,-0.27,-0.47%,54.84K,1:03:38,
,EchoStar Corp,17.14,17.36,16.73,0.1,0.59%,53.82K,1:03:48,
,디지털 앨리,0.3202,0.33,0.3075,-0.0048,-1.48%,55.93K,1:03:12,
,Cyclacel Pharmaceuticals,0.83,0.89,0.822,-0.011,-1.37%,49.26K,1:00:44,
,Sify Technologies,1.41,1.46,1.39,-0.02,-1.39%,48.82K,0:45:53,
,1800FLOWERS.COM,8.03,8.23,8.02,-0.07,-0.83%,64.80K,1:04:07,
,모놀리틱 파워,356.58,359.68,354.01,1.09,0.31%,52.09K,1:03:15,
,캐피톨 페더럴,8.22,8.25,8.13,0.03,0.37%,53.53K,1:03:22,
,Neptune Tech,0.7776,0.84,0.77,-0.0524,-6.31%,47.49K,1:01:03,
,Helen of Troy Ltd,94.08,94.13,92.2,0.43,0.46%,53.55K,1:03:17,
,Stagwell,7.48,7.63,7.48,-0.21,-2.73%,49.09K,1:02:05,
,Ceragon,1.929,1.93,1.9,-0.001,-0.05%,48.89K,1:01:43,
,Great Lakes,6.8,6.92,6.79,-0.13,-1.88%,47.77K,1:02:05,
,아메디시스,89.72,91,89.62,-0.49,-0.55%,48.56K,1:04:17,
,Fortress Biotech,0.691,0.72,0.68,-0.006,-0.83%,46.34K,0:58:07,
,The9 ADR,0.7,0.74,0.7,0.01,1.46%,45.48K,0:58:07,
,커클랜드,3.67,3.73,3.63,-0.06,-1.61%,49.60K,1:04:10,
,Power Integrat,77.31,77.56,74.56,1.25,1.64%,49.43K,1:04:18,
,LCNB Corp,17.97,18.07,17.78,0.08,0.45%,44.91K,0:41:39,
,Pool Corp,318.26,319.24,313.96,3.03,0.96%,46.59K,1:03:15,
,Eagle Bulk Shipping,51.62,52.41,51.43,1.02,2.02%,45.22K,1:04:21,
,Inseego,1.31,1.32,1.25,0.04,2.73%,47.46K,1:04:17,
,Ruth's Hospitality,16.9,17.11,16.85,-0.21,-1.23%,46.45K,1:04:19,
,Hancock Whitney,54.02,54.25,53.74,0.18,0.33%,44.80K,1:04:03,
,ODP,46.19,46.24,43.81,0.46,1.01%,47.00K,1:04:16,
,RadNet,18.38,18.41,17.64,0.71,4.05%,48.88K,1:03:23,
,Euronet,90.69,90.95,89.27,1.27,1.42%,45.09K,1:04:18,
,American SWare,14.27,14.42,13.98,0.02,0.14%,41.78K,1:00:52,
,Chefs Warehouse,38.67,38.76,38.06,0.52,1.36%,41.79K,1:03:22,
,Pacira Pharma,48.91,49.37,48.2,-0.01,-0.02%,41.69K,1:01:36,
,Corcept Therap,25.37,25.59,25.16,0,0.00%,43.00K,1:04:15,
,Newtek Business S,17.95,17.95,17.45,0.36,2.05%,42.71K,1:02:44,
,Bank Ozk,45.98,46.34,45.72,0.25,0.55%,41.43K,1:04:04,
,Methanex,40.44,40.53,39.92,0.86,2.19%,40.75K,1:03:20,
,Landstar System,169.45,173.7,169.43,-2.26,-1.32%,40.64K,1:03:22,
,F5 네트웍스,151.88,152.6,151.18,0.47,0.31%,40.28K,1:01:53,
,Cathay General,45.5,45.59,44.93,0.42,0.93%,40.31K,1:04:16,
,Perdoceo Education,14.26,14.3,14.16,0.04,0.28%,41.14K,1:03:08,
,Univ. Display,107.98,109.79,107.47,0.12,0.11%,40.35K,1:03:53,
,Cresud S.A.C.I.F.,5.8,5.94,5.67,0.02,0.35%,45.18K,1:01:41,
,Monro Muffler,46.57,47.12,46.27,-0.37,-0.79%,40.06K,1:04:16,
,Cadiz,2.03,2.05,1.86,0,0.00%,38.56K,1:02:34,
,American Sup.,4.07,4.12,3.99,-0.02,-0.53%,37.89K,1:00:16,
,SEI Investments,61.58,61.77,61.48,-0.13,-0.21%,40.49K,1:04:20,
,Children’s Place,37.86,38.51,37.8,-0.26,-0.68%,38.53K,1:04:07,
,Hope Bancorp,13.54,13.57,13.39,0.12,0.89%,39.99K,1:04:21,
,신시내티 파이낸셜,107.84,108.12,107.06,0.45,0.42%,37.88K,1:04:03,
,스테리사이클,50.83,51.02,50.2,0.17,0.34%,42.33K,1:04:22,
,이리디움 커뮤,51.27,51.66,51.1,-0.25,-0.49%,37.07K,1:01:33,
,ADES,2.851,2.9,2.78,0.111,4.05%,44.44K,1:02:30,
,Casella Waste,84.6,85.02,84.44,-0.33,-0.39%,50.27K,1:04:22,
,Comscore,1.43,1.455,1.39,0.04,2.88%,36.33K,0:53:23,
,Orthofix,17.59,17.6,16.96,0.56,3.32%,37.15K,1:04:21,
,Healthcare Ser,13.57,13.69,13.41,0.05,0.37%,36.85K,1:04:16,
,코후,34.32,34.75,33.72,0.37,1.09%,36.19K,1:03:43,
,Pixelworks,1.44,1.498,1.425,-0.01,-0.69%,35.76K,1:02:38,
,Silicon Laborator,138.47,139.99,137.78,0.84,0.61%,37.03K,1:03:51,
,Horizon Bancorp,16.04,16.07,15.77,0.25,1.58%,34.54K,1:00:08,
,Cutera,42.83,43.25,42.14,0.5,1.18%,37.93K,1:03:20,
,Nymox Pharmaceutical,0.31,0.31,0.3001,0,0.00%,34.41K,0:57:10,
,Kandi Technolgies,2.73,2.74,2.7,0.02,0.74%,34.40K,1:03:53,
,Integra LifeSci,53.62,53.73,52.59,0.52,0.97%,36.86K,1:04:14,
,First Fin Bcorp,25.84,25.97,25.75,-0.03,-0.10%,34.43K,1:04:21,
,NetScout Sys,36.81,36.94,36.58,-0.17,-0.47%,36.92K,1:03:52,
,실로스 테라,0.808,0.825,0.808,-0.016,-1.92%,32.53K,0:59:06,
,iRobot Corp,51.76,51.96,51.76,-0.07,-0.14%,37.24K,1:04:16,
,EW Scripps A,14.45,14.89,14.42,-0.11,-0.76%,33.82K,1:02:46,
,A.P.E.I.,13.39,13.62,12.88,0.38,2.88%,33.43K,1:01:35,
,GTX Inc,0.955,0.99,0.94,-0.004,-0.43%,36.61K,1:02:13,
,Shoe Carnival,25.63,25.71,25.33,0.15,0.59%,32.03K,1:02:41,
,Albireo Pharma,22.05,22.21,21.68,0.08,0.36%,31.57K,1:01:11,
,Liberty Media Formula A,53.01,53.07,52.51,0.11,0.21%,31.49K,1:00:45,
,Sellas Life Sciences,2.28,2.34,2.25,-0.02,-0.87%,31.83K,1:04:18,
,Ameris Bancorp,52.03,52.23,51.52,-0.04,-0.08%,32.73K,1:04:02,
,Lifecore Biomedical,8.37,8.46,8.14,0.05,0.60%,31.00K,1:01:14,
,Horizon Tech,13.18,13.18,12.96,0.26,2.01%,32.67K,1:02:09,
,Marten Transp,20.7,21.18,20.7,-0.18,-0.89%,31.42K,1:03:10,
,Indus Realty Trust,64.62,65.09,63.77,0.64,1.00%,32.07K,1:03:19,
,Columbia Sports,87.9,87.92,86.64,1.43,1.65%,30.38K,1:02:11,
,Agilysys,63.93,64.94,63.83,-0.13,-0.20%,29.50K,0:58:31,
,Aikido Pharma Inc,3.7,3.8,3.6291,0.04,1.09%,29.61K,1:02:13,
,OceanFirst Fin.,23.01,23.11,22.98,-0.03,-0.13%,30.34K,1:01:59,
,First Interst.,43.8,43.99,43.5,0.17,0.40%,28.73K,1:00:32,
,마켓액세스홀딩스,258.46,260.19,252.78,3.84,1.51%,31.80K,1:03:37,
,바이오레이즈,0.967,0.99,0.96,0.007,0.73%,28.48K,0:50:49,
,Allot Communications,3.68,3.74,3.65,-0.06,-1.60%,28.38K,1:00:02,
,Charles & Colvard,0.9,0.92,0.892,-0.02,-2.16%,28.33K,1:01:08,
,RCM Technologies,15.005,15.11,14.88,-0.055,-0.37%,28.07K,1:00:11,
,Covenant Transpor,37.77,38.69,37.66,0.03,0.08%,28.31K,1:01:57,
,Pegasystems Inc,35.81,36.36,35.81,-0.23,-0.64%,28.50K,1:02:46,
,H&E Equipment,40.44,41.09,40.37,-0.49,-1.21%,27.75K,0:55:37,
,Pinnacle Fin.,81.58,81.92,80.75,0.75,0.93%,29.82K,1:04:03,
,Allegiant Trvl,80.41,81,78.36,1.86,2.37%,29.16K,1:03:52,
,First Fin Bshar,36.31,36.47,36,0.17,0.47%,32.92K,1:04:07,
,Eyepoint Pharma,3.26,3.31,3.16,0.06,1.88%,27.13K,1:00:26,
,Qurate Retail B,8.38,9.11,7.78,0.52,6.62%,27.02K,0:50:28,
,Urban One D,4.01,4.29,4,-0.32,-7.39%,27.94K,1:04:08,
,Ziff Davis,89,89.46,87.28,0.14,0.16%,28.30K,1:03:22,
,Insight Enterp,102.15,102.62,101.5,0.13,0.13%,35.03K,1:04:19,
,Diodes Inc,87.71,88.11,87.54,-0.19,-0.22%,28.20K,1:03:16,
,AcelRx Pharmaceuticals,2.42,2.44,2.34,0.04,1.68%,26.46K,0:58:37,
,Hackett Group,22.78,22.83,22.73,-0.01,-0.04%,26.71K,1:03:08,
,Commerce Bancshar,73.54,73.74,73.02,0.35,0.48%,26.35K,1:04:01,
,아이데라 파마,0.3501,0.3603,0.3501,-0.0206,-5.56%,34.88K,1:01:55,
,Gladstone Comm,18.59,18.61,18.36,0.2,1.12%,28.40K,1:03:45,
,MGP Ingredients,122.94,123.7,121.99,0.41,0.33%,26.20K,1:02:06,
,Simmons First Nat,23.09,23.24,22.93,0.07,0.28%,28.35K,1:03:50,
,ArcBest Corp,80.98,81.76,80.01,1.23,1.54%,26.77K,1:04:17,
,Perficient,67.77,68.72,67.4,0.07,0.10%,26.26K,1:04:03,
,AtriCure,43.98,44.87,43.37,0.12,0.27%,25.25K,1:01:03,
,Pluri Inc,0.8,0.81,0.792,-0.017,-2.07%,26.48K,1:03:09,
,Pacific Premier,36.4,36.44,35.94,0.36,1.00%,25.95K,1:04:18,
,Astec Ind.,44.18,44.45,42.78,0.89,2.06%,26.53K,1:04:18,
,Hub Group,82.8,83.51,82.5,0.39,0.47%,24.41K,1:00:49,
,AXT Inc,5.18,5.22,5.12,0.01,0.19%,24.31K,1:04:21,
,SeaChange,0.451,0.4598,0.421,0.0004,0.09%,23.81K,0:47:01,
,케이시제너럴스토어,239.6,241.01,239,-0.72,-0.30%,24.02K,1:01:39,
,ENGlobal Corp,0.883,0.89,0.86,0.028,3.24%,31.33K,1:02:05,
,Pingtan Marine Enterprise Ltd,0.6,0.63,0.6,0.0172,2.95%,23.52K,0:29:34,
,Grand Canyon,110.12,110.55,109.94,-0.37,-0.33%,24.51K,1:04:21,
,NeuroMetrix,1.585,1.59,1.55,-0.005,-0.31%,22.93K,0:51:56,
,IPG 포토닉스,89.56,90.66,89.04,0.4,0.45%,23.98K,1:04:17,
,FirstCash,93.04,93.22,92.16,0.38,0.41%,22.66K,1:03:07,
,Amer. Woodmark,53.6,55.16,53.11,-0.01,-0.03%,23.10K,1:03:56,
,Forward Air,109.92,110.36,109.37,0.15,0.14%,24.08K,1:04:00,
,Cardiovascular,13.43,14.19,12.86,0.1,0.75%,22.68K,1:04:18,
,Intl Ban,51.81,52.13,51.71,-0.03,-0.06%,22.41K,1:04:17,
,Highpeak Energy Acquisition,23.93,24.11,23.74,0.65,2.79%,22.42K,1:04:21,
,H.C.C.,14.08,14.16,14.02,0.01,0.07%,20.88K,0:56:17,
,Cogent Comm,57.48,57.97,57.1,-0.36,-0.62%,24.17K,1:03:25,
,RCI Hospitality,90.16,91.96,89.73,1.98,2.25%,20.86K,0:55:27,
,Radware,20.25,20.5,20.11,-0.24,-1.17%,21.91K,1:03:35,
,Community West Bancshares,14.8,14.8,14.71,-0.08,-0.54%,20.51K,0:59:23,
,Viracta Therapeutics,2.37,2.62,2.37,-0.15,-5.95%,20.31K,1:01:11,
,Urban One Inc,4.89,5.13,4.858,-0.24,-4.68%,20.43K,1:02:27,
,Natural Alternati,7.37,7.74,7.3,-0.04,-0.54%,20.23K,0:54:26,
,Brookline BCorp,14.07,14.14,14.05,-0.05,-0.35%,20.08K,0:59:38,
,Kelly Services,17.04,17.04,16.71,0.28,1.67%,20.77K,1:03:47,
,South State,86.43,86.48,85.61,0.93,1.09%,20.05K,0:55:59,
,Selective Insu,95.16,95.88,91.85,-0.47,-0.50%,20.49K,1:02:11,
,컬러스타 테크,0.8341,0.8399,0.81,0.0115,1.40%,19.87K,0:34:52,
,Kimball International,7.11,7.19,7.08,-0.04,-0.63%,19.89K,1:03:58,
,Indepen. Bank,88.25,88.42,87.86,0.1,0.11%,19.82K,1:02:00,
,Matthews Intern,31.96,32.1,31.38,0.39,1.24%,20.01K,1:03:55,
,A.A.W.W. Inc,100.72,100.76,100.47,0.03,0.03%,20.51K,1:03:52,
,O2Micro International,4.45,4.45,4.38,0.04,0.91%,19.29K,0:55:07,
,Itron Inc,51.28,51.42,50.7,0.23,0.46%,22.24K,1:03:52,
,Oncolytics Biotec,1.6,1.6,1.58,0.06,3.90%,20.17K,1:03:17,
,Cavco Ind.,220.43,220.48,215.47,2.39,1.10%,19.50K,1:03:23,
,Capstone Green Energy,1.67,1.73,1.66,0,0.00%,20.06K,1:02:11,
,Manhattan Ass,120.21,120.98,120.21,-1.04,-0.86%,19.78K,1:03:57,
,The Andersons,37.86,38.05,37.62,0.46,1.23%,18.65K,1:03:43,
,QuinStreet,13.99,14.06,13.86,0,0.00%,23.10K,1:04:01,
,Ituran,23.41,23.89,23.13,0.15,0.67%,17.76K,0:57:40,
,Merit Medical,70.53,70.92,69.11,0.37,0.53%,18.21K,1:03:52,
,AudioCodes,19.07,19.16,19,0.06,0.31%,17.64K,0:55:12,
,Haynes International,48.41,49.39,48.02,0.19,0.40%,17.51K,0:53:32,
,Shenandoah Tel,18.7,19.01,18.67,-0.18,-0.95%,17.46K,0:55:56,
,Information Services,5.355,5.401,5.33,-0.045,-0.83%,18.74K,1:03:16,
,라이프 테크놀로지스,2.1,2.14,2.086,-0.02,-0.94%,17.27K,1:01:21,
,Superior Uniform,9.95,10.24,9.9,-0.19,-1.87%,21.24K,1:03:25,
,Consolid. Water,14.32,14.43,14.08,0.06,0.39%,17.31K,1:03:07,
,Vericel Corp Ord,21.48,22.78,20.98,0.39,1.85%,18.35K,1:04:06,
,ICU Medical,155.72,156,154.3,0.3,0.19%,17.00K,0:58:11,
,Rave Restaurant,1.65,1.68,1.622,0.01,0.61%,16.94K,0:58:03,
,PotlatchDeltic,47.01,47.11,46.42,0.48,1.03%,19.08K,1:04:17,
,Broadway Financial,0.946,0.96,0.943,-0.004,-0.46%,16.69K,0:44:50,
,MediciNova,2.55,2.67,2.55,-0.11,-4.14%,16.66K,0:52:50,
,Identiv,8.6,8.87,8.5,-0.15,-1.71%,16.64K,1:00:42,
,Otter Tail Corp,57.94,57.94,56.9,0.52,0.91%,18.08K,1:03:46,
,BJs Restaurants,30.4,31.3,30.33,-1,-3.18%,16.56K,1:00:37,
,Aviat Networks,30.99,31.26,30.81,-0.32,-1.02%,16.73K,1:03:27,
,PetMed Express,19.56,19.73,19.5,-0.02,-0.08%,17.13K,1:01:51,
,Dorchester Minera,29.35,29.48,28.96,0.52,1.80%,16.41K,1:04:08,
,Providence Serv,80.54,80.71,79.75,0.52,0.65%,16.01K,1:00:47,
,AMERISAFE,57.27,57.69,56.75,0.43,0.76%,15.95K,0:58:53,
,Centaurus 2002,38.57,38.74,38.12,0.34,0.89%,16.35K,1:04:05,
,Performance Shipping,3.69,3.84,3.69,-0.14,-3.66%,17.23K,1:01:54,
,NAPCO Security Te,25.91,26.04,25.39,0.13,0.50%,20.73K,1:04:16,
,Churchill Downs,223.43,224.05,221.38,2.05,0.93%,15.70K,0:56:57,
,Interface,10.69,10.76,10.62,0.05,0.47%,15.64K,1:01:00,
,Reading Intl,3.25,3.299,3.25,-0.02,-0.61%,16.83K,1:04:04,
,Bel Fuse (B),35.04,35.16,34.38,0.56,1.62%,15.60K,1:00:47,
,Achieve Life Sciences,2.83,2.93,2.76,-0.05,-1.74%,15.41K,0:56:58,
,Sohu.Com,14,14.23,13.94,0.1,0.72%,15.13K,0:58:32,
,Broadwind Energy,1.682,1.739,1.65,0.012,0.72%,14.92K,0:25:49,
,Comtech Tele,11.22,11.33,11.16,-0.01,-0.13%,16.64K,1:02:32,
,Banner Corp,69.67,70.08,68.86,0.36,0.52%,15.23K,1:04:17,
,Distribution Solutions,35.98,36.52,35.06,0.76,2.16%,14.76K,0:43:30,
,CalAmp Corp,3.56,3.57,3.41,0.01,0.28%,16.61K,1:03:23,
,Ingles Markets,100.74,100.78,99.84,0.83,0.83%,14.87K,1:02:01,
,Astronics Corp,7.69,8.14,7.69,-0.07,-0.90%,16.20K,1:03:06,
,Ascent Solar Tech,2.96,3.1832,2.95,-0.29,-8.92%,17.01K,1:04:05,
,Heritage Fin.,32.54,32.54,30.36,0.14,0.43%,14.39K,0:56:08,
,Conns,9.63,9.73,9.48,0.08,0.84%,15.32K,1:04:16,
,NBT Bancorp Inc,46.55,46.88,46.52,0.15,0.33%,14.07K,1:00:05,
,Synchronoss,0.885,0.9,0.872,0.005,0.57%,14.07K,0:49:32,
,MakeMyTrip Ltd,29.35,29.9,29.03,0.62,2.16%,14.90K,1:04:13,
,Heska Corp,60.12,62,59.54,-0.37,-0.61%,13.93K,1:00:41,
,Lantronix,5.06,5.18,5.06,-0.06,-1.17%,13.88K,0:57:03,
,NETGEAR,19.28,19.34,18.86,0.23,1.21%,16.04K,1:04:19,
,Motorcar Parts of America,11.5,12.04,11.39,-0.45,-3.77%,13.70K,0:58:48,
,Simulations Plus,39.88,40.09,39.61,0.14,0.35%,13.70K,0:57:41,
,Acer Therapeutics,1.16,1.16,1.131,-0.008,-0.72%,13.94K,1:04:02,
,ADDvantage Technologies,1.715,1.722,1.68,-0.005,-0.29%,13.30K,0:56:48,
,CBAK 에너지,1.159,1.17,1.15,0.009,0.81%,13.21K,0:57:49,
,Encore Cptl Gr,49.73,49.78,49.09,0.66,1.34%,13.21K,0:55:31,
,Erie Indemnity Co,267.65,267.76,264.6,3.35,1.27%,13.15K,0:57:23,
,애비드 테크,26.98,27.7,26.98,-0.74,-2.67%,15.86K,1:04:21,
,City Holding,100.1,101.02,99.93,0.18,0.18%,15.04K,1:04:18,
,CorVel Corp,151.1,151.37,148.73,0.89,0.59%,12.83K,1:00:21,
,CRA Intl,121.05,121.91,120.15,-0.98,-0.80%,12.79K,0:58:28,
,Taoping,0.65,0.665,0.636,0.005,0.78%,12.72K,0:50:16,
,Schnitzer Steel,33.6,33.82,33.35,0.61,1.86%,13.67K,1:03:52,
,Sharplink Gaming,0.586,0.6,0.565,0.016,2.74%,12.50K,0:54:36,
,Pathward Financial,42.92,43.43,42.92,-0.13,-0.30%,13.30K,1:04:17,
,Lancaster Col.,202.97,204.57,202.71,-1.51,-0.74%,12.15K,0:58:32,
,Morningstar,239.85,241.3,239.8,-1.47,-0.61%,13.38K,1:04:16,
,Dynatronics Corp,0.4401,0.4402,0.44,0.01,2.33%,12.15K,1:01:45,
,Nordson Corp,231.24,232.15,230.78,-0.38,-0.16%,12.04K,0:57:41,
,InterDigital,48.51,48.81,48.04,0.19,0.39%,13.14K,1:04:19,
,MidWestOne,34.05,34.31,33.52,0.32,0.93%,11.97K,0:17:24,
,INTL FCStone,99.33,99.52,97.18,1.23,1.25%,11.91K,0:58:32,
,PriceSmart,70.84,71.72,70.55,-1.19,-1.65%,12.64K,1:02:37,
,Silicon Motion Te,61.7,62.5,60.83,0.62,1.02%,11.76K,0:55:48,
,Primoris Ser,20.8,21.07,20.8,-0.03,-0.14%,12.31K,1:04:17,
,PRA Group Inc,33.6,33.7,33.32,0.11,0.33%,12.65K,1:03:00,
,Farmers Ntnl,15.07,15.16,15,0.09,0.60%,11.59K,0:59:03,
,Gentherm Inc,69.76,70.21,69.5,0.62,0.90%,12.16K,1:02:22,
,ScanSource,30.18,30.26,30,0.09,0.30%,12.69K,1:03:05,
,Capital Product,14.37,14.38,14.24,-0.01,-0.03%,11.27K,0:54:46,
,Star Equity Holdings,0.92,0.96,0.92,-0.01,-1.09%,11.67K,1:03:08,
,Telesat,9.01,9.01,8.95,0.07,0.73%,12.65K,1:01:39,
,FARO Tech,30.18,30.93,30.02,-0.29,-0.97%,11.08K,0:53:48,
,Blackbaud,57.92,58.24,57.84,-0.23,-0.40%,11.21K,1:03:22,
,Kforce,57.26,57.67,57.26,-0.26,-0.45%,11.41K,1:03:29,
,Shyft Group Inc,23.7,24.14,23.7,-0.41,-1.70%,11.90K,1:04:20,
,디지마크,21.56,21.76,21.34,0.04,0.19%,10.80K,0:58:15,
,Novanta,154.41,155.45,154.26,0.18,0.12%,14.34K,1:04:10,
,리간드 파마,73.5,73.5,70.97,1.85,2.58%,10.77K,0:51:01,
,Nova Measuring Instruments Ltd,83.71,84.11,83.15,1.34,1.63%,10.69K,0:58:06,
,Progress SWare,52.56,52.83,52.32,0.11,0.21%,12.47K,1:04:17,
,CSG Systems,60.81,61.09,60.52,-0.06,-0.10%,10.83K,1:01:42,
,에어로 바이론먼트,90.38,92.21,90.38,-2.04,-2.21%,11.99K,1:02:57,
,Mid Penn Bancorp,32.86,33.04,32.69,0.05,0.15%,10.53K,0:52:16,
,Camtek Ltd,23.14,23.36,23.13,0.19,0.83%,13.37K,1:04:11,
,Mind Technology,0.4601,0.47,0.46,0.0064,1.41%,10.48K,0:32:21,
,C.V.G. Inc,6.53,6.53,6.37,0.12,1.87%,15.29K,1:03:26,
,Acacia Research,4.075,4.11,4.06,-0.025,-0.61%,11.50K,1:03:24,
,Golden Entertainment,43.54,43.54,42.98,0.43,1.00%,10.38K,1:00:43,
,Genasys Inc,3.11,3.15,3.11,-0.06,-1.89%,10.35K,0:34:01,
,Exponent,101.33,101.43,100.38,0.45,0.45%,10.19K,0:46:30,
,Aeroportuario del Centro Norte,68.31,69.14,68.31,-0.19,-0.28%,10.82K,1:03:20,
,ATN Int,46.98,47.11,46.5,0.27,0.58%,10.14K,0:45:43,
,Monarch Casino,82.18,82.99,82.18,0.03,0.04%,10.05K,0:52:11,
,Seneca Foods,63.07,64,61.7,0.08,0.13%,10.00K,0:27:22,
,내셔널 베버리지,50.51,51.14,49.99,-0.52,-1.02%,11.38K,1:03:28,
,Lakeland,18.33,18.38,18.21,0.04,0.22%,10.37K,1:01:57,
,Apogee Enterp,48.11,48.28,47.79,-0.28,-0.58%,10.19K,1:02:19,
,Franklin Elect,82.57,82.75,81.93,0.35,0.43%,9.83K,0:59:04,
,Kearny Financial,9.31,9.36,9.26,-0.03,-0.32%,11.82K,1:04:07,
,Credit Accept,473.93,475,463.75,7.82,1.68%,11.28K,1:03:23,
,Plexus Corp,105.8,106.31,105.73,-0.13,-0.12%,10.36K,1:04:03,
,Northeast Communications,14.39,14.39,14.21,0.24,1.70%,9.99K,1:03:02,
,First Citizens Bancshares,806.88,809.96,798.45,12.18,1.53%,11.26K,1:03:30,
,Sandy Spring,34.29,34.37,34.23,0.26,0.76%,10.19K,1:04:21,
,China Jo-Jo Drugs,1.79,1.79,1.73,0.08,4.68%,9.37K,0:16:53,
,JAKKS Pacific,18.31,18.37,17.9,0.36,2.01%,9.25K,0:15:57,
,Macatawa Bank Cor,10.86,10.88,10.79,0.03,0.28%,9.17K,1:01:14,
,First Merchants,43.2,43.35,42.85,0.03,0.07%,9.70K,1:03:52,
,Ensign Group,93.41,93.71,92.78,0.7,0.76%,9.08K,0:51:51,
,QCR Holdings,52.08,52.15,51.7,0.38,0.73%,9.02K,0:44:44,
,Inter Parfums,91.38,92.42,90.99,-0.41,-0.44%,9.20K,1:01:47,
